seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_106398	4205	No terminal repeats	9	11	0.8152	NA	0	0.0000	NA	NA
contig_101514	18588	No terminal repeats	17	11	0.8152	NA	0	0.0000	NA	NA
contig_65087	17202	No terminal repeats	15	11	0.8151	NA	0	0.0000	NA	NA
contig_93973	7276	No terminal repeats	13	11	0.8150	NA	0	0.0000	NA	NA
contig_66732	12488	No terminal repeats	13	11	0.8150	NA	0	0.0000	NA	NA
contig_108477	33825	No terminal repeats	33	11	0.8149	NA	0	0.0000	NA	NA
contig_65197	6825	No terminal repeats	6	11	0.8149	NA	0	0.0000	NA	NA
contig_106384	4352	No terminal repeats	3	11	0.8149	NA	0	0.0000	NA	NA
contig_87409	28461	No terminal repeats	39	11	0.8147	NA	0	0.0000	NA	NA
contig_117612	5341	No terminal repeats	5	11	0.8147	NA	0	0.0000	NA	NA
contig_48992	2917	No terminal repeats	1	11	0.8147	NA	0	0.0000	NA	NA
contig_75257	4091	No terminal repeats	5	11	0.8146	NA	0	0.0000	NA	NA
contig_124335	47905	No terminal repeats	59	11	0.8146	NA	0	0.0000	NA	NA
contig_90288	5087	No terminal repeats	5	11	0.8146	NA	0	0.0000	NA	NA
contig_10446	5075	No terminal repeats	5	11	0.8146	NA	0	0.0000	NA	NA
contig_63960	18814	No terminal repeats	25	11	0.8146	NA	0	0.0000	NA	NA
contig_123953	26252	No terminal repeats	31	11	0.8146	NA	0	0.0000	NA	NA
contig_135891	2569	No terminal repeats	3	11	0.8144	NA	0	0.0000	NA	NA
contig_84280	20095	No terminal repeats	22	11	0.8144	NA	0	0.0000	NA	NA
contig_90362	20750	No terminal repeats	25	11	0.8144	NA	0	0.0000	NA	NA
contig_78123	23247	No terminal repeats	29	11	0.8144	NA	0	0.0000	NA	NA
contig_64981	7068	No terminal repeats	8	11	0.8144	NA	0	0.0000	NA	NA
contig_55433	41937	No terminal repeats	23	11	0.8143	NA	0	0.9246	NA	NA
contig_117491	17944	No terminal repeats	15	11	0.8143	NA	0	0.0000	NA	NA
contig_114180	41882	No terminal repeats	57	11	0.8143	NA	0	0.0000	NA	NA
contig_86789	2546	DTR	1	11	0.8142	NA	0	0.0000	NA	NA
contig_69547	5876	No terminal repeats	4	11	0.8141	NA	0	0.0000	NA	NA
contig_87217	3140	No terminal repeats	3	11	0.8141	NA	0	0.0000	NA	NA
contig_64589	51448	No terminal repeats	42	11	0.8141	NA	0	0.0000	NA	NA
contig_135531	3043	No terminal repeats	0	11	0.8140	NA	0	0.0000	NA	NA
contig_88006	2790	No terminal repeats	4	11	0.8140	NA	0	0.0000	NA	NA
contig_117731	4633	No terminal repeats	1	11	0.8139	NA	0	0.0000	NA	NA
contig_71620	19797	No terminal repeats	16	11	0.8139	NA	0	0.0000	NA	NA
contig_68603	8395	No terminal repeats	8	11	0.8139	NA	0	0.0000	NA	NA
contig_93198	17718	No terminal repeats	11	11	0.8138	NA	0	0.0000	NA	NA
contig_123483	11165	No terminal repeats	16	11	0.8137	NA	0	0.0000	NA	NA
contig_107804	17837	No terminal repeats	28	11	0.8137	NA	0	0.0000	NA	NA
contig_114322	52840	No terminal repeats	74	11	0.8136	NA	0	0.0000	NA	NA
contig_52090	3880	No terminal repeats	4	11	0.8135	NA	0	0.0000	NA	NA
contig_18778	5957	No terminal repeats	5	4	0.8135	NA	0	0.0000	NA	NA
contig_122225	21997	No terminal repeats	30	11	0.8134	NA	0	0.0000	NA	NA
contig_61384	4650	No terminal repeats	4	11	0.8134	NA	0	0.0000	NA	NA
contig_89094	7592	No terminal repeats	8	11	0.8134	NA	0	0.5267	NA	NA
contig_113145	13243	No terminal repeats	18	11	0.8134	NA	0	0.0000	NA	NA
contig_122730	31850	No terminal repeats	23	11	0.8134	NA	0	0.0000	NA	NA
contig_123217	14172	No terminal repeats	20	11	0.8134	NA	0	0.0000	NA	NA
contig_101082	21330	No terminal repeats	28	11	0.8132	NA	0	0.0000	NA	NA
contig_74639	8880	No terminal repeats	8	11	0.8132	NA	0	0.0000	NA	NA
contig_74705	14480	No terminal repeats	5	11	0.8131	NA	0	0.0000	NA	NA
contig_85409	11452	No terminal repeats	10	11	0.8131	NA	0	0.0000	NA	NA
contig_127529	25339	No terminal repeats	19	11	0.8131	NA	0	0.0000	NA	NA
contig_58627	5223	No terminal repeats	5	11	0.8130	NA	0	0.0000	NA	NA
contig_41447	8351	No terminal repeats	2	11	0.8130	NA	0	0.0000	NA	NA
contig_114137	28913	No terminal repeats	33	11	0.8130	NA	0	0.0000	NA	NA
contig_73534	10644	No terminal repeats	8	11	0.8129	NA	0	0.0000	NA	NA
contig_14084	7996	No terminal repeats	4	4	0.8129	NA	0	0.0000	NA	NA
contig_58539	3571	No terminal repeats	4	11	0.8129	NA	0	0.0000	NA	NA
contig_136013	20110	No terminal repeats	23	11	0.8129	NA	0	0.0000	NA	NA
contig_62810	15510	No terminal repeats	8	11	0.8129	NA	0	0.0000	NA	NA
contig_111317	17778	No terminal repeats	23	11	0.8128	NA	0	0.0000	NA	NA
contig_65270	27492	No terminal repeats	14	11	0.8128	NA	0	0.0000	NA	NA
contig_115359	22139	No terminal repeats	13	11	0.8128	NA	0	0.0000	NA	NA
contig_85853	3563	No terminal repeats	3	11	0.8127	NA	0	0.0000	NA	NA
contig_57067	17047	No terminal repeats	18	11	0.8126	NA	0	0.0000	NA	NA
contig_59642	5241	No terminal repeats	5	11	0.8126	NA	0	0.0000	NA	NA
contig_125495	18345	No terminal repeats	29	11	0.8126	NA	0	0.0000	NA	NA
contig_136632	4819	No terminal repeats	12	11	0.8124	NA	0	0.0000	NA	NA
contig_82829	7899	No terminal repeats	5	11	0.8123	NA	0	0.0000	NA	NA
contig_120347	17351	No terminal repeats	16	11	0.8122	NA	0	0.0000	NA	NA
contig_68132	10103	No terminal repeats	16	11	0.8122	NA	0	0.0000	NA	NA
contig_57215	19822	No terminal repeats	16	11	0.8122	NA	0	0.0000	NA	NA
contig_73699	7461	No terminal repeats	12	11	0.8122	NA	0	0.0000	NA	NA
contig_102773	9597	No terminal repeats	5	11	0.8121	NA	0	0.0000	NA	NA
contig_136966	14583	No terminal repeats	12	11	0.8121	NA	0	0.0000	NA	NA
contig_98523	15715	No terminal repeats	17	11	0.8121	NA	0	0.0000	NA	NA
contig_95935	5612	No terminal repeats	5	11	0.8120	NA	0	0.0000	NA	NA
contig_109404	19357	No terminal repeats	20	11	0.8120	NA	0	0.0000	NA	NA
contig_133858	2701	DTR	5	11	0.8120	NA	0	0.0000	NA	NA
contig_69199	9605	No terminal repeats	4	11	0.8119	NA	0	0.0000	NA	NA
contig_87399	9523	No terminal repeats	12	11	0.8119	NA	0	0.0000	NA	NA
contig_21186	18775	No terminal repeats	22	11	0.8119	NA	0	0.0000	NA	NA
contig_123320	28023	No terminal repeats	17	11	0.8118	NA	0	0.0000	NA	NA
contig_59932	30767	No terminal repeats	40	11	0.8118	NA	0	0.0000	NA	NA
contig_132473	11449	No terminal repeats	16	11	0.8118	NA	0	0.0000	NA	NA
contig_41594	7671	No terminal repeats	3	4	0.8117	NA	0	0.0000	NA	NA
contig_86816	9419	No terminal repeats	9	11	0.8117	NA	0	0.0000	NA	NA
contig_108951	5552	No terminal repeats	2	11	0.8116	NA	0	0.0000	NA	NA
contig_84609	21305	No terminal repeats	23	11	0.8115	NA	0	0.0000	NA	NA
contig_84603	5672	No terminal repeats	8	11	0.8114	NA	0	0.0000	NA	NA
contig_136790	6148	No terminal repeats	10	11	0.8114	NA	0	0.0000	NA	NA
contig_103266	3397	No terminal repeats	8	11	0.8114	NA	0	0.0000	NA	NA
contig_89913	22984	No terminal repeats	29	11	0.8114	NA	0	0.0000	NA	NA
contig_117006	2814	No terminal repeats	4	11	0.8113	NA	0	0.0000	NA	NA
contig_134715	4298	No terminal repeats	0	11	0.8113	NA	0	0.0000	NA	NA
contig_117033	26962	No terminal repeats	26	11	0.8113	NA	0	0.0000	NA	NA
contig_87798	4179	No terminal repeats	3	4	0.8112	NA	0	0.0000	NA	NA
contig_125502	21117	No terminal repeats	30	11	0.8112	NA	0	0.0000	NA	NA
contig_125690	10219	No terminal repeats	12	11	0.8112	NA	0	0.0000	NA	NA
contig_117501	25471	No terminal repeats	37	11	0.8112	NA	0	0.0000	NA	NA
contig_87712	6275	No terminal repeats	6	11	0.8112	NA	0	0.0000	NA	NA
contig_69036	22809	No terminal repeats	29	11	0.8112	NA	0	0.0000	NA	NA
contig_11091	14223	No terminal repeats	13	11	0.8112	NA	0	0.0000	NA	NA
contig_89491	6158	No terminal repeats	7	11	0.8111	NA	0	0.0000	NA	NA
contig_79425	3574	No terminal repeats	3	11	0.8111	NA	0	0.0000	NA	NA
contig_63598	22935	No terminal repeats	97	11	0.8111	NA	0	0.0000	NA	NA
contig_79700	2583	No terminal repeats	2	11	0.8110	NA	0	0.0000	NA	NA
contig_98687	5562	No terminal repeats	7	11	0.8109	NA	0	0.0000	NA	NA
contig_103545	13433	No terminal repeats	19	11	0.8109	NA	0	0.0000	NA	NA
contig_135603	4588	No terminal repeats	9	11	0.8109	NA	0	0.0000	NA	NA
contig_89013	5211	No terminal repeats	7	11	0.8109	NA	0	0.0000	NA	NA
contig_117433	29509	No terminal repeats	30	11	0.8109	NA	0	0.0000	NA	NA
contig_121697	22622	No terminal repeats	16	11	0.8108	NA	0	0.0000	NA	NA
contig_89962	36337	No terminal repeats	40	11	0.8108	NA	0	0.0000	NA	NA
contig_69635	12370	No terminal repeats	10	11	0.8107	NA	0	0.2816	NA	NA
contig_85806	6827	No terminal repeats	6	11	0.8107	NA	0	0.0000	NA	NA
contig_5140	4382	No terminal repeats	3	11	0.8107	NA	0	0.0000	NA	NA
contig_81524	9966	No terminal repeats	12	11	0.8106	NA	0	0.0000	NA	NA
contig_92535	3227	No terminal repeats	6	11	0.8106	NA	0	0.0000	NA	NA
contig_77867	3611	No terminal repeats	5	11	0.8106	NA	0	0.0000	NA	NA
contig_111142	23924	No terminal repeats	33	11	0.8105	NA	0	0.0000	NA	NA
contig_121570	16016	No terminal repeats	15	11	0.8105	NA	0	0.0000	NA	NA
contig_76681	31450	No terminal repeats	33	11	0.8104	NA	0	0.0000	NA	NA
contig_114814	11270	No terminal repeats	15	11	0.8104	NA	0	0.0000	NA	NA
contig_116250	65180	No terminal repeats	54	11	0.8104	NA	0	0.0000	NA	NA
contig_126477	23919	No terminal repeats	32	11	0.8104	NA	0	0.0000	NA	NA
contig_52685	2760	No terminal repeats	3	11	0.8104	NA	0	0.0000	NA	NA
contig_91998	5351	No terminal repeats	7	11	0.8103	NA	0	0.0000	NA	NA
contig_94959	22213	No terminal repeats	24	11	0.8103	NA	0	0.0000	NA	NA
contig_102797	15073	No terminal repeats	11	11	0.8103	NA	0	0.0000	NA	NA
contig_60406	16631	No terminal repeats	14	11	0.8103	NA	0	0.0000	NA	NA
contig_126400	28898	No terminal repeats	40	11	0.8102	NA	0	0.0000	NA	NA
contig_75862	51267	No terminal repeats	65	11	0.8102	NA	0	0.0000	NA	NA
contig_122647	13353	No terminal repeats	12	11	0.8101	NA	0	0.0000	NA	NA
contig_135670	2863	No terminal repeats	1	11	0.8101	NA	0	0.0000	NA	NA
contig_69398	7837	No terminal repeats	9	11	0.8100	NA	0	0.0000	NA	NA
contig_88235	4392	No terminal repeats	5	11	0.8099	NA	0	0.0000	NA	NA
contig_54326	12584	No terminal repeats	11	11	0.8099	NA	0	0.0000	NA	NA
contig_134261	11509	No terminal repeats	9	11	0.8099	NA	0	0.0000	NA	NA
contig_119270	44302	No terminal repeats	41	11	0.8099	NA	0	0.0000	NA	NA
contig_83140	12945	No terminal repeats	16	11	0.8097	NA	0	0.0000	NA	NA
contig_54878	10429	No terminal repeats	15	11	0.8097	NA	0	0.0000	NA	NA
contig_119548	3275	No terminal repeats	5	11	0.8097	NA	0	0.0000	NA	NA
contig_18847	10120	No terminal repeats	5	4	0.8096	NA	0	0.0000	NA	NA
contig_95481	6505	No terminal repeats	12	11	0.8096	NA	0	0.0000	NA	NA
contig_134158	14456	No terminal repeats	17	11	0.8096	NA	0	0.0000	NA	NA
contig_87252	2750	No terminal repeats	6	11	0.8095	NA	0	0.0000	NA	NA
contig_51856	5369	No terminal repeats	3	11	0.8094	NA	0	0.0000	NA	NA
contig_126873	24246	No terminal repeats	21	11	0.8094	NA	0	0.0000	NA	NA
contig_101427	4405	No terminal repeats	5	11	0.8094	NA	0	0.0000	NA	NA
contig_136497	3998	No terminal repeats	4	11	0.8094	NA	0	0.0000	NA	NA
contig_109644	8667	No terminal repeats	11	11	0.8093	NA	0	0.2589	NA	NA
contig_69737	40254	No terminal repeats	24	11	0.8093	NA	0	0.0000	NA	NA
contig_62966	6714	No terminal repeats	9	11	0.8093	NA	0	0.0000	NA	NA
contig_89479	6193	No terminal repeats	8	11	0.8092	NA	0	0.0000	NA	NA
contig_57342	6465	No terminal repeats	6	11	0.8092	NA	0	0.0000	NA	NA
contig_120488	16384	No terminal repeats	24	11	0.8092	NA	0	0.0000	NA	NA
contig_127431	15152	No terminal repeats	12	11	0.8091	NA	0	0.0000	NA	NA
contig_125450	10338	No terminal repeats	10	11	0.8091	NA	0	0.0000	NA	NA
contig_132424	42341	No terminal repeats	55	11	0.8091	NA	0	0.0000	NA	NA
contig_124411	22215	No terminal repeats	28	11	0.8090	NA	0	0.0000	NA	NA
contig_100526	15290	No terminal repeats	17	11	0.8090	NA	0	0.0000	NA	NA
contig_65139	17310	No terminal repeats	24	11	0.8089	NA	0	0.0000	NA	NA
contig_102362	5127	No terminal repeats	3	11	0.8087	NA	0	0.0000	NA	NA
contig_32095	4959	No terminal repeats	9	4	0.8087	NA	0	0.0000	NA	NA
contig_135186	22197	No terminal repeats	26	11	0.8086	NA	0	0.0000	NA	NA
contig_31526	2511	No terminal repeats	1	11	0.8086	NA	0	0.0000	NA	NA
contig_16493	25682	No terminal repeats	41	11	0.8084	NA	0	0.0000	NA	NA
contig_60144	5044	No terminal repeats	7	11	0.8084	NA	0	0.0000	NA	NA
contig_82803	16227	No terminal repeats	21	11	0.8084	NA	0	0.0000	NA	NA
contig_81882	13224	No terminal repeats	17	11	0.8083	NA	0	0.2443	NA	NA
contig_103253	6992	No terminal repeats	4	4	0.8082	NA	0	0.0000	NA	NA
contig_80631	20112	No terminal repeats	28	11	0.8080	NA	0	0.0000	NA	NA
contig_116092	36834	No terminal repeats	38	11	0.8080	NA	0	0.0000	NA	NA
contig_57082	16073	No terminal repeats	9	11	0.8079	NA	0	0.0000	NA	NA
contig_125365	31137	No terminal repeats	46	11	0.8079	NA	0	0.0000	NA	NA
contig_74142	41454	No terminal repeats	49	11	0.8079	NA	0	0.0000	NA	NA
contig_87449	12255	No terminal repeats	19	11	0.8078	NA	0	0.2212	NA	NA
contig_127414	34020	No terminal repeats	38	11	0.8078	NA	0	0.0000	NA	NA
contig_118811	16221	No terminal repeats	19	11	0.8078	NA	0	0.0000	NA	NA
contig_122411	17459	No terminal repeats	17	11	0.8078	NA	0	0.0000	NA	NA
contig_119184	15329	No terminal repeats	21	11	0.8077	NA	0	2.1425	NA	NA
contig_94968	20102	No terminal repeats	22	11	0.8077	NA	0	0.0000	NA	NA
contig_106638	60002	No terminal repeats	81	11	0.8076	NA	0	0.0000	NA	NA
contig_57534	5811	No terminal repeats	4	11	0.8076	NA	0	0.0000	NA	NA
contig_103026	43255	No terminal repeats	53	11	0.8075	NA	0	0.0000	NA	NA
contig_102938	5830	No terminal repeats	8	11	0.8074	NA	0	0.0000	NA	NA
contig_126415	28164	No terminal repeats	33	11	0.8074	NA	0	0.0000	NA	NA
contig_68510	4445	No terminal repeats	3	4	0.8074	NA	0	0.0000	NA	NA
contig_108799	15864	No terminal repeats	17	11	0.8074	NA	0	0.0000	NA	NA
contig_120668	55666	No terminal repeats	61	11	0.8074	NA	0	0.0000	NA	NA
contig_104256	7076	No terminal repeats	7	11	0.8073	NA	0	0.0000	NA	NA
contig_67360	6319	No terminal repeats	7	11	0.8073	NA	0	0.0000	NA	NA
contig_113438	30377	No terminal repeats	42	11	0.8073	NA	0	0.0000	NA	NA
contig_89987	18828	No terminal repeats	23	11	0.8073	NA	0	0.0000	NA	NA
contig_136682	2943	DTR	7	11	0.8072	NA	0	0.0000	NA	NA
contig_40719	8472	No terminal repeats	1	11	0.8072	NA	0	0.0000	NA	NA
contig_116649	27640	No terminal repeats	13	11	0.8071	NA	0	0.0000	NA	NA
contig_51769	4844	No terminal repeats	4	11	0.8071	NA	0	0.0000	NA	NA
contig_65301	5928	No terminal repeats	9	11	0.8070	NA	0	0.0000	NA	NA
contig_59265	17899	No terminal repeats	26	11	0.8070	NA	0	0.0000	NA	NA
contig_82201	10461	No terminal repeats	15	11	0.8070	NA	0	0.0000	NA	NA
contig_12572	6443	No terminal repeats	4	11	0.8068	NA	0	0.0000	NA	NA
contig_87096	5212	No terminal repeats	5	11	0.8068	NA	0	0.0000	NA	NA
contig_127464	18937	No terminal repeats	19	11	0.8068	NA	0	0.0000	NA	NA
contig_111019	5830	No terminal repeats	10	11	0.8068	NA	0	0.0000	NA	NA
contig_82042	9674	No terminal repeats	8	11	0.8067	NA	0	0.0000	NA	NA
contig_123562	5193	DTR	1	11	0.8067	NA	0	0.0000	NA	NA
contig_41200	12728	No terminal repeats	14	11	0.8067	NA	0	0.0000	NA	NA
contig_62048	19547	No terminal repeats	24	11	0.8066	NA	0	0.0000	NA	NA
contig_77111	5525	No terminal repeats	15	11	0.8066	NA	0	0.7476	NA	NA
contig_102365	15618	No terminal repeats	17	11	0.8066	NA	0	0.0377	NA	NA
contig_103470	4890	No terminal repeats	1	11	0.8066	NA	0	0.0000	NA	NA
contig_121766	3795	No terminal repeats	2	11	0.8066	NA	0	0.0000	NA	NA
contig_118596	28174	No terminal repeats	32	11	0.8065	NA	0	0.0000	NA	NA
contig_75501	22146	No terminal repeats	29	11	0.8065	NA	0	0.0000	NA	NA
contig_22135	2929	No terminal repeats	1	11	0.8064	NA	0	0.0000	NA	NA
contig_117746	5734	No terminal repeats	1	11	0.8064	NA	0	0.0000	NA	NA
contig_88282	4084	No terminal repeats	5	11	0.8062	NA	0	0.0000	NA	NA
contig_128287	15410	No terminal repeats	12	11	0.8062	NA	0	0.0000	NA	NA
contig_59036	2576	No terminal repeats	5	11	0.8062	NA	0	0.0000	NA	NA
contig_117520	17369	No terminal repeats	24	11	0.8061	NA	0	0.0000	NA	NA
contig_89492	7554	No terminal repeats	13	11	0.8061	NA	0	0.0000	NA	NA
contig_32625	8350	No terminal repeats	5	11	0.8060	NA	0	0.0000	NA	NA
contig_127283	21876	No terminal repeats	32	11	0.8060	NA	0	0.0000	NA	NA
contig_68522	10913	No terminal repeats	8	11	0.8060	NA	0	0.0000	NA	NA
contig_98426	4662	No terminal repeats	9	11	0.8059	NA	0	0.0000	NA	NA
contig_99865	16933	No terminal repeats	17	11	0.8059	NA	0	0.0000	NA	NA
contig_51463	12729	No terminal repeats	6	11	0.8059	NA	0	0.0000	NA	NA
contig_79059	6412	No terminal repeats	0	11	0.8058	NA	0	0.0000	NA	NA
contig_117829	20835	No terminal repeats	25	11	0.8058	NA	0	0.0000	NA	NA
contig_97437	75061	No terminal repeats	90	11	0.8058	NA	0	0.0000	NA	NA
contig_123185	10479	No terminal repeats	17	11	0.8058	NA	0	0.3020	NA	NA
contig_127193	4592	No terminal repeats	5	11	0.8057	NA	0	0.0000	NA	NA
contig_133949	5205	No terminal repeats	5	11	0.8056	NA	0	0.0000	NA	NA
contig_109054	8472	No terminal repeats	13	11	0.8056	NA	0	0.0000	NA	NA
contig_27095	7300	No terminal repeats	6	11	0.8056	NA	0	0.0000	NA	NA
contig_81462	3329	No terminal repeats	5	11	0.8055	NA	0	0.0000	NA	NA
contig_94834	8295	No terminal repeats	7	11	0.8055	NA	0	0.0000	NA	NA
contig_104969	16143	No terminal repeats	23	11	0.8054	NA	0	0.0344	NA	NA
contig_120493	5240	No terminal repeats	6	11	0.8054	NA	0	0.0000	NA	NA
contig_92949	5468	No terminal repeats	7	11	0.8051	NA	0	0.0000	NA	NA
contig_106499	6308	No terminal repeats	10	11	0.8051	NA	0	0.0000	NA	NA
contig_126930	15550	No terminal repeats	8	11	0.8051	NA	0	0.0000	NA	NA
contig_110483	42449	No terminal repeats	49	11	0.8051	NA	0	0.0000	NA	NA
contig_125348	16269	No terminal repeats	18	11	0.8050	NA	0	0.0000	NA	NA
contig_82804	28300	No terminal repeats	40	11	0.8050	NA	0	0.0000	NA	NA
contig_85262	26605	No terminal repeats	25	11	0.8050	NA	0	0.0000	NA	NA
contig_100242	5296	No terminal repeats	5	11	0.8049	NA	0	0.0000	NA	NA
contig_118232	39115	No terminal repeats	44	11	0.8049	NA	0	0.0000	NA	NA
contig_121092	9515	No terminal repeats	13	11	0.8048	NA	0	0.0000	NA	NA
contig_63296	3370	No terminal repeats	7	11	0.8048	NA	0	0.0000	NA	NA
contig_110825	11158	No terminal repeats	9	11	0.8048	NA	0	0.0000	NA	NA
contig_51476	36768	No terminal repeats	37	11	0.8047	NA	0	0.0000	NA	NA
contig_127129	23921	No terminal repeats	35	11	0.8046	NA	0	0.0000	NA	NA
contig_35333	4661	No terminal repeats	4	11	0.8046	NA	0	0.0000	NA	NA
contig_116849	27072	No terminal repeats	32	11	0.8046	NA	0	0.0000	NA	NA
contig_120006	40993	No terminal repeats	35	11	0.8046	NA	0	0.0000	NA	NA
contig_127136	15790	No terminal repeats	13	11	0.8046	NA	0	0.0000	NA	NA
contig_119621	55499	No terminal repeats	67	11	0.8045	NA	0	0.0000	NA	NA
contig_127953	12804	No terminal repeats	20	11	0.8045	NA	0	0.0000	NA	NA
contig_112136	21914	No terminal repeats	25	11	0.8045	NA	0	0.0000	NA	NA
contig_62582	15456	No terminal repeats	9	11	0.8045	NA	0	0.0000	NA	NA
contig_122713	36231	No terminal repeats	48	11	0.8045	NA	0	0.0000	NA	NA
contig_101787	17593	No terminal repeats	16	11	0.8045	NA	0	0.0000	NA	NA
contig_113077	28322	No terminal repeats	37	11	0.8044	NA	0	0.0000	NA	NA
contig_104717	4279	No terminal repeats	9	11	0.8044	NA	0	0.0000	NA	NA
contig_33821	5395	No terminal repeats	1	15	0.8043	NA	0	0.0000	NA	NA
contig_106857	10338	No terminal repeats	11	11	0.8043	NA	0	0.0000	NA	NA
contig_64359	32182	No terminal repeats	32	11	0.8043	NA	0	0.0000	NA	NA
contig_121087	42255	No terminal repeats	47	11	0.8042	NA	0	0.0000	NA	NA
contig_122336	30075	No terminal repeats	29	11	0.8039	NA	0	0.0000	NA	NA
contig_80661	4416	No terminal repeats	3	11	0.8039	NA	0	0.0000	NA	NA
contig_60417	10189	No terminal repeats	9	11	0.8039	NA	0	0.0000	NA	NA
contig_37380	3119	No terminal repeats	1	11	0.8039	NA	0	0.0000	NA	NA
contig_98599	12976	No terminal repeats	12	11	0.8037	NA	0	0.0000	NA	NA
contig_135604	4004	No terminal repeats	10	11	0.8036	NA	0	0.0000	NA	NA
contig_32658	4149	No terminal repeats	5	11	0.8036	NA	0	0.0000	NA	NA
contig_91015	10305	No terminal repeats	14	11	0.8035	NA	0	0.0000	NA	NA
contig_79294	8862	No terminal repeats	14	11	0.8035	NA	0	0.0000	NA	NA
contig_116261	11149	No terminal repeats	13	11	0.8034	NA	0	1.0875	NA	NA
contig_97583	8838	No terminal repeats	10	11	0.8034	NA	0	0.0000	NA	NA
contig_116118	27145	No terminal repeats	26	11	0.8034	NA	0	0.0000	NA	NA
contig_23000	4674	No terminal repeats	3	11	0.8033	NA	0	0.0000	NA	NA
contig_102314	8373	No terminal repeats	13	11	0.8033	NA	0	0.0000	NA	NA
contig_111335	13001	No terminal repeats	15	11	0.8033	NA	0	0.0000	NA	NA
contig_77320	9784	No terminal repeats	8	11	0.8032	NA	0	0.0000	NA	NA
contig_122752	37635	No terminal repeats	47	11	0.8032	NA	0	0.0000	NA	NA
contig_69240	8194	No terminal repeats	9	11	0.8032	NA	0	0.0000	NA	NA
contig_59285	12482	No terminal repeats	11	11	0.8032	NA	0	0.0000	NA	NA
contig_124001	4276	No terminal repeats	5	11	0.8031	NA	0	0.0000	NA	NA
contig_122788	4050	DTR	1	11	0.8031	NA	0	0.0000	NA	NA
contig_115364	15756	No terminal repeats	21	11	0.8031	NA	0	0.0000	NA	NA
contig_72048	13149	No terminal repeats	12	11	0.8031	NA	0	0.0000	NA	NA
contig_127394	28026	No terminal repeats	18	11	0.8030	NA	0	0.0000	NA	NA
contig_118377	6736	No terminal repeats	6	11	0.8030	NA	0	0.0000	NA	NA
contig_109030	18756	No terminal repeats	24	11	0.8030	NA	0	0.0000	NA	NA
contig_122762	17597	No terminal repeats	17	11	0.8029	NA	0	0.0000	NA	NA
contig_132120	8559	No terminal repeats	6	11	0.8029	NA	0	0.0000	NA	NA
contig_117290	8181	No terminal repeats	7	11	0.8028	NA	0	0.0000	NA	NA
contig_117038	31339	No terminal repeats	48	11	0.8028	NA	0	0.0000	NA	NA
contig_63030	42315	No terminal repeats	60	11	0.8027	NA	0	0.0000	NA	NA
contig_79544	8579	No terminal repeats	10	11	0.8027	NA	0	0.0000	NA	NA
contig_120270	7339	No terminal repeats	5	4	0.8025	NA	0	0.0000	NA	NA
contig_92884	4681	No terminal repeats	6	11	0.8025	NA	0	0.2604	NA	NA
contig_112544	4832	No terminal repeats	7	11	0.8025	NA	0	0.3300	NA	NA
contig_124491	31324	No terminal repeats	26	11	0.8024	NA	0	0.0000	NA	NA
contig_124330	31083	No terminal repeats	41	11	0.8023	NA	0	0.0000	NA	NA
contig_70467	13739	No terminal repeats	17	11	0.8022	NA	0	0.0000	NA	NA
contig_95657	37874	No terminal repeats	44	11	0.8022	NA	0	0.0000	NA	NA
contig_41068	3624	No terminal repeats	5	11	0.8021	NA	0	0.0000	NA	NA
contig_126955	19511	No terminal repeats	24	11	0.8021	NA	0	0.0000	NA	NA
contig_87623	4123	No terminal repeats	6	11	0.8020	NA	0	0.0000	NA	NA
contig_106099	8230	No terminal repeats	13	11	0.8020	NA	0	0.0000	NA	NA
contig_110524	8160	No terminal repeats	1	11	0.8020	NA	0	0.0000	NA	NA
contig_122497	27459	No terminal repeats	16	11	0.8020	NA	0	0.0000	NA	NA
contig_51904	7538	No terminal repeats	5	11	0.8019	NA	0	0.0000	NA	NA
contig_102256	5044	No terminal repeats	6	11	0.8019	NA	0	0.0000	NA	NA
contig_78685	3049	No terminal repeats	4	11	0.8018	NA	0	0.0000	NA	NA
contig_68314	10785	No terminal repeats	13	11	0.8017	NA	0	0.0000	NA	NA
contig_121440	35292	No terminal repeats	20	11	0.8017	NA	0	0.0000	NA	NA
contig_100718	9786	No terminal repeats	13	11	0.8017	NA	0	0.0000	NA	NA
contig_57536	3117	No terminal repeats	3	11	0.8017	NA	0	0.0000	NA	NA
contig_72371	24901	No terminal repeats	27	11	0.8016	NA	0	0.0000	NA	NA
contig_78020	24848	No terminal repeats	21	11	0.8016	NA	0	0.0000	NA	NA
contig_112910	45102	No terminal repeats	40	11	0.8016	NA	0	0.0000	NA	NA
contig_114930	2641	No terminal repeats	3	4	0.8015	NA	0	0.0000	NA	NA
contig_119015	21722	No terminal repeats	37	11	0.8015	NA	0	0.0000	NA	NA
contig_118539	19146	No terminal repeats	18	11	0.8015	NA	0	0.0000	NA	NA
contig_96464	7651	No terminal repeats	7	11	0.8015	NA	0	0.0000	NA	NA
contig_60913	21879	No terminal repeats	27	11	0.8015	NA	0	0.0000	NA	NA
contig_127131	3653	No terminal repeats	4	11	0.8014	NA	0	0.0000	NA	NA
contig_91997	14075	No terminal repeats	22	11	0.8014	NA	0	0.0000	NA	NA
