seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
contig_86486	16932	No terminal repeats	NA	26	11	0.9810	NA	1	35.0166	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_107548	4013	No terminal repeats	NA	10	11	0.9810	NA	0	8.2658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
contig_53494	15791	No terminal repeats	NA	37	11	0.9810	NA	1	48.5434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87292	7416	No terminal repeats	NA	18	11	0.9810	NA	3	25.7732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_106863	43217	No terminal repeats	NA	87	11	0.9810	NA	6	97.9012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92436	2813	No terminal repeats	NA	7	11	0.9810	NA	0	6.8731	Unclassified
contig_134059	3271	No terminal repeats	NA	12	11	0.9809	NA	0	16.9436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75926	15169	No terminal repeats	NA	21	11	0.9809	NA	0	13.7322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_61551	4720	No terminal repeats	NA	13	11	0.9809	NA	0	10.2510	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125057	8536	No terminal repeats	NA	13	11	0.9809	NA	1	9.5385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
contig_120908	5609	No terminal repeats	NA	16	11	0.9809	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66494	24412	No terminal repeats	NA	60	11	0.9809	NA	1	53.7918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118240	15793	No terminal repeats	NA	29	11	0.9809	NA	1	14.8698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92886	46369	No terminal repeats	NA	95	11	0.9809	NA	16	87.3999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58465	39861	No terminal repeats	NA	25	11	0.9809	NA	5	32.6230	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_104047	5599	No terminal repeats	NA	8	11	0.9809	NA	2	10.3027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81183	51719	No terminal repeats	NA	43	11	0.9809	NA	2	68.5324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_53521	2519	No terminal repeats	NA	5	11	0.9809	NA	1	5.1538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122104	28197	No terminal repeats	NA	57	11	0.9809	NA	6	46.8044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133557	11139	No terminal repeats	NA	22	11	0.9809	NA	2	25.2309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73720	8570	No terminal repeats	NA	22	11	0.9809	NA	3	25.7015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126832	23279	No terminal repeats	NA	29	11	0.9809	NA	2	30.2197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81127	21013	No terminal repeats	NA	35	11	0.9809	NA	0	20.6124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101271	17907	No terminal repeats	NA	33	11	0.9809	NA	1	29.1996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117103	18757	No terminal repeats	NA	30	11	0.9809	NA	1	26.6462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_93623	6340	No terminal repeats	NA	11	11	0.9809	NA	0	13.6922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_79264	14192	No terminal repeats	NA	32	11	0.9809	NA	4	27.9972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_136388	9951	No terminal repeats	NA	24	11	0.9809	NA	0	33.1892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68768	31942	No terminal repeats	NA	33	11	0.9809	NA	0	39.4976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_98312	29449	No terminal repeats	NA	64	11	0.9809	NA	3	55.1016	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_53864	12169	No terminal repeats	NA	24	11	0.9809	NA	3	20.5888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58193	11970	No terminal repeats	NA	12	11	0.9809	NA	0	8.5534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74967	4012	No terminal repeats	NA	7	11	0.9809	NA	0	10.2567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_56881	40594	No terminal repeats	NA	67	11	0.9809	NA	8	80.2191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125685	13371	No terminal repeats	NA	26	11	0.9809	NA	0	27.2433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_121067	44419	No terminal repeats	NA	86	11	0.9809	NA	5	92.1750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_124796	31414	No terminal repeats	NA	37	11	0.9809	NA	9	47.5364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_119061	7772	No terminal repeats	NA	15	11	0.9809	NA	0	10.5523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_112358	29262	No terminal repeats	NA	62	11	0.9809	NA	15	69.1245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66086	7753	No terminal repeats	NA	20	11	0.9809	NA	1	23.7105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_59482	14968	No terminal repeats	NA	15	11	0.9809	NA	0	19.2922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53512	11405	No terminal repeats	NA	25	11	0.9809	NA	2	23.9329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58119	4083	No terminal repeats	NA	8	11	0.9809	NA	0	6.8567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80007	120157	No terminal repeats	NA	253	11	0.9809	NA	37	263.1172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_86271	5143	No terminal repeats	NA	9	11	0.9809	NA	0	11.5781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_70923	70710	No terminal repeats	NA	97	11	0.9809	NA	4	98.2373	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_53401	34632	No terminal repeats	NA	59	11	0.9809	NA	0	47.2535	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_92139	26808	No terminal repeats	NA	74	11	0.9809	NA	2	78.0610	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126960	7212	No terminal repeats	NA	9	11	0.9809	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91940	7054	No terminal repeats	NA	5	11	0.9809	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_78712	24849	No terminal repeats	NA	10	11	0.9809	NA	3	11.3652	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_97381	2931	No terminal repeats	NA	6	11	0.9809	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84220	10600	No terminal repeats	NA	14	11	0.9809	NA	0	13.7062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92047	1880	No terminal repeats	NA	4	11	0.9809	NA	2	5.1511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135237	10235	No terminal repeats	NA	20	11	0.9809	NA	0	22.3095	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_136276	5442	No terminal repeats	NA	13	11	0.9809	NA	0	16.4705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54659	76046	No terminal repeats	NA	111	11	0.9809	NA	13	145.4442	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_67359	6117	No terminal repeats	NA	21	11	0.9809	NA	1	21.3248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59496	12029	No terminal repeats	NA	12	11	0.9809	NA	0	13.8379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83170	2926	No terminal repeats	NA	8	11	0.9809	NA	0	11.4825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125956	36548	No terminal repeats	NA	75	11	0.9809	NA	11	69.6679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_79067	19193	No terminal repeats	NA	22	11	0.9809	NA	2	33.1961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66334	36492	No terminal repeats	NA	61	11	0.9809	NA	1	44.2301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119839	24626	No terminal repeats	NA	30	11	0.9809	NA	1	38.6263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_72233	20565	No terminal repeats	NA	38	11	0.9809	NA	3	37.9219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_55551	7436	No terminal repeats	NA	13	11	0.9809	NA	0	11.9883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135196	31843	No terminal repeats	NA	73	11	0.9809	NA	3	87.8922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_121419	20378	No terminal repeats	NA	49	11	0.9808	NA	1	42.5054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_114563	8085	No terminal repeats	NA	17	11	0.9808	NA	1	11.4938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123719	4414	No terminal repeats	NA	11	11	0.9808	NA	0	6.7024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119346	12317	No terminal repeats	NA	24	11	0.9808	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_103771	60001	No terminal repeats	NA	108	11	0.9808	NA	5	131.5382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_112620	19839	No terminal repeats	NA	43	11	0.9808	NA	1	30.2866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_86188	3122	No terminal repeats	NA	7	11	0.9808	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58871	6045	No terminal repeats	NA	14	11	0.9808	NA	0	18.3584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60241	6335	No terminal repeats	NA	13	11	0.9808	NA	1	6.8584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62197	13504	No terminal repeats	NA	30	11	0.9808	NA	2	34.3318	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_79322	9556	No terminal repeats	NA	26	11	0.9808	NA	3	21.9863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_64407	4692	No terminal repeats	NA	9	11	0.9808	NA	1	8.5743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84610	3308	No terminal repeats	NA	4	11	0.9808	NA	0	5.1097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81402	42840	No terminal repeats	NA	71	11	0.9808	NA	4	84.8447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_134728	7507	No terminal repeats	NA	6	11	0.9808	NA	3	10.3076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_83456	4822	No terminal repeats	NA	6	11	0.9808	NA	1	7.9615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108757	146958	No terminal repeats	NA	194	11	0.9808	NA	6	94.7473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_51334	40019	No terminal repeats	NA	66	11	0.9808	NA	4	68.5892	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_85036	12491	No terminal repeats	NA	25	11	0.9808	NA	2	28.8824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_118995	8272	No terminal repeats	NA	13	11	0.9808	NA	2	15.4549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_82037	6709	No terminal repeats	NA	15	11	0.9808	NA	0	14.7916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100296	22133	No terminal repeats	NA	37	11	0.9808	NA	0	32.0082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84258	3929	No terminal repeats	NA	7	11	0.9808	NA	1	9.9334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135649	11080	No terminal repeats	NA	17	11	0.9808	NA	5	26.3336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108577	23918	No terminal repeats	NA	58	11	0.9808	NA	2	65.2927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54831	2533	No terminal repeats	NA	10	11	0.9808	NA	1	13.7434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60888	4953	No terminal repeats	NA	7	11	0.9808	NA	0	8.0420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78335	10523	No terminal repeats	NA	27	11	0.9808	NA	1	24.7219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_112115	8223	No terminal repeats	NA	12	11	0.9808	NA	2	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132721	29539	No terminal repeats	NA	45	11	0.9808	NA	3	58.2002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132946	2609	No terminal repeats	NA	6	11	0.9808	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_56340	3918	No terminal repeats	NA	9	11	0.9808	NA	1	9.2178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53500	10004	No terminal repeats	NA	29	11	0.9808	NA	0	35.6564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120095	19584	No terminal repeats	NA	38	11	0.9808	NA	4	29.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68777	60728	No terminal repeats	NA	66	11	0.9808	NA	2	95.2287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_124636	15327	No terminal repeats	NA	36	11	0.9808	NA	1	45.7728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71741	4767	No terminal repeats	NA	18	11	0.9808	NA	0	24.7013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72641	8169	No terminal repeats	NA	24	11	0.9808	NA	0	11.1200	Unclassified
contig_132257	15289	No terminal repeats	NA	25	11	0.9808	NA	0	34.0761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_94201	4824	No terminal repeats	NA	6	11	0.9808	NA	0	6.6435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_69475	7953	No terminal repeats	NA	17	11	0.9808	NA	0	7.9933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66074	6459	No terminal repeats	NA	4	11	0.9808	NA	0	6.8554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_113581	22665	No terminal repeats	NA	34	11	0.9808	NA	1	31.9813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_89359	55177	No terminal repeats	NA	48	11	0.9808	NA	2	71.5676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_64564	61292	No terminal repeats	NA	145	11	0.9808	NA	13	149.0153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81852	2784	No terminal repeats	NA	8	11	0.9808	NA	0	9.3026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120459	3725	No terminal repeats	NA	7	11	0.9808	NA	2	9.6048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87472	6501	No terminal repeats	NA	9	11	0.9808	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_103384	16049	No terminal repeats	NA	32	11	0.9808	NA	2	20.3402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57843	17261	No terminal repeats	NA	31	11	0.9808	NA	1	27.6366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74897	7683	No terminal repeats	NA	13	11	0.9808	NA	1	10.3083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_114505	48545	No terminal repeats	NA	58	11	0.9808	NA	5	72.0811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73264	4444	No terminal repeats	NA	3	11	0.9808	NA	0	4.7518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101395	5100	No terminal repeats	NA	14	11	0.9808	NA	1	14.4633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66456	43929	No terminal repeats	NA	74	11	0.9808	NA	8	100.8184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53498	14535	No terminal repeats	NA	35	11	0.9808	NA	1	41.1883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58118	18205	No terminal repeats	NA	37	11	0.9808	NA	0	38.8608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62220	8875	No terminal repeats	NA	14	11	0.9808	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83723	3672	No terminal repeats	NA	7	11	0.9808	NA	0	8.9493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75305	51632	No terminal repeats	NA	99	11	0.9808	NA	20	125.6870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81191	90426	No terminal repeats	NA	180	11	0.9808	NA	20	207.3857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_69405	35794	No terminal repeats	NA	50	11	0.9807	NA	2	65.6958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_125110	20204	No terminal repeats	NA	43	11	0.9807	NA	1	45.8912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83255	108796	No terminal repeats	NA	236	11	0.9807	NA	34	287.6612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134824	17366	No terminal repeats	NA	40	11	0.9807	NA	1	41.8478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_97650	2624	No terminal repeats	NA	11	11	0.9807	NA	0	10.3058	Unclassified
contig_57824	6542	No terminal repeats	NA	15	11	0.9807	NA	2	7.9733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81493	5152	No terminal repeats	NA	13	11	0.9807	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71539	20577	No terminal repeats	NA	37	11	0.9807	NA	9	47.4061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101275	8608	No terminal repeats	NA	19	11	0.9807	NA	0	18.4866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84623	36062	No terminal repeats	NA	68	11	0.9807	NA	4	47.4175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108128	4407	No terminal repeats	NA	10	11	0.9807	NA	0	10.1391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71541	2754	No terminal repeats	NA	9	11	0.9807	NA	7	12.9159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134201	23076	No terminal repeats	NA	25	11	0.9807	NA	3	36.6215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_96976	146188	No terminal repeats	NA	249	11	0.9807	NA	34	292.1605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85596	9594	No terminal repeats	NA	14	11	0.9807	NA	0	16.7686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53572	1335	No terminal repeats	NA	4	11	0.9807	NA	3	6.6839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83194	18217	No terminal repeats	NA	37	11	0.9807	NA	6	42.5838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111453	7018	No terminal repeats	NA	20	11	0.9807	NA	0	23.6545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_55521	7028	No terminal repeats	NA	21	11	0.9807	NA	0	10.0058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119242	4676	No terminal repeats	NA	13	11	0.9807	NA	1	6.8731	Unclassified
contig_132358	10141	No terminal repeats	NA	24	11	0.9807	NA	0	29.2081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72659	17812	No terminal repeats	NA	39	11	0.9807	NA	3	42.9523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_86063	7655	No terminal repeats	NA	14	11	0.9807	NA	4	20.4302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120389	12437	No terminal repeats	NA	19	11	0.9807	NA	3	28.4159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120453	25324	No terminal repeats	NA	41	11	0.9807	NA	1	32.6474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_132692	5509	No terminal repeats	NA	8	11	0.9807	NA	2	9.6663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125822	9329	No terminal repeats	NA	21	11	0.9807	NA	0	14.5805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_55287	39367	No terminal repeats	NA	48	11	0.9807	NA	10	65.7464	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80875	3469	No terminal repeats	NA	7	11	0.9807	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
contig_70209	29867	No terminal repeats	NA	81	11	0.9807	NA	0	41.2742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132311	7401	No terminal repeats	NA	18	11	0.9807	NA	0	27.1960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101392	10657	No terminal repeats	NA	30	11	0.9807	NA	5	27.9194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_63919	8933	No terminal repeats	NA	21	11	0.9807	NA	1	17.4777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60240	40670	No terminal repeats	NA	96	11	0.9807	NA	8	73.0925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75465	51238	No terminal repeats	NA	83	11	0.9807	NA	1	71.4592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_74845	24230	No terminal repeats	NA	51	11	0.9807	NA	5	62.3930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101047	4292	No terminal repeats	NA	10	11	0.9807	NA	0	13.4760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_76945	13200	No terminal repeats	NA	18	11	0.9807	NA	2	18.4242	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_109333	123283	No terminal repeats	NA	199	11	0.9807	NA	20	227.0207	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_132234	4226	No terminal repeats	NA	8	11	0.9807	NA	1	10.3091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_79252	15696	No terminal repeats	NA	23	11	0.9807	NA	0	20.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_87005	3086	No terminal repeats	NA	5	11	0.9807	NA	1	8.5887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85941	1438	No terminal repeats	NA	4	11	0.9807	NA	1	5.1483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_127779	36209	No terminal repeats	NA	49	11	0.9807	NA	9	56.2148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125301	13776	No terminal repeats	NA	20	11	0.9807	NA	7	26.9735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133706	5272	No terminal repeats	NA	6	11	0.9807	NA	0	9.1145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_96153	8614	No terminal repeats	NA	15	11	0.9807	NA	1	9.5200	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
