contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
contig_66480	4936	NA	62448.62681018564	7.904096938757534	low	10.7645695954375	4	GCA_023617475.1	44.69	37.98	4.839688647354127	12.757170285067964	5	1.0
contig_66481	15535	NA	153618.4478557911	10.112717721626401	medium	7.42318358164892	51	DTR_662558	41.32	35.79	10.792157721796274	35.38116100766703	2	1.0
contig_66494	24412	NA	184761.56866820386	13.21270444712409	low	17.6215217642305	16	DTR_697351	43.15	10.43	9.49966101694915	13.313559322033896	2	1.0
contig_66509	25446	NA	33142.61144309112	76.77729331526304	high	2.62239522538036	7	DTR_701482	84.97	63.96	47.82607364794381	74.96936857918257	9	1.0
contig_66517	5765	NA	61470.66480257583	9.37845721778891	low	11.9081075052972	2	GCA_012949655.1	57.3	20.48	8.19	13.5	1	1.0
contig_66636	31331	NA	64419.42281705885	48.63595268305209	high	2.28591945425169	7	DTR_288118	66.66	77.16	33.983091015403616	82.0647742166885	12	1.0
contig_66641	16018	NA	60820.37966235026	26.336566935170993	medium	8.19045947082916	6	DTR_226559	38.27	27.66	9.028234753687178	45.321862522060485	3	1.0
contig_66642	21908	NA	63159.46710530516	34.686803109774516	medium	8.19045947082916	10	DTR_286093	40.5	30.23	10.972150869703045	58.03063490397931	7	1.0
contig_66662	42158	NA	163358.51700290566	25.807041330603003	low	21.8176730302842	32	GCA_020474765.1	52.55	7.8	22.031688234324488	38.218686972128175	13	1.0
contig_66666	77940	NA	63815.04215025843	100.0	high	3.62635100360268	36	GCA_012943935.1	62.43	43.69	90.39096390020073	100.00000000000001	24	1.02
contig_66708	4036	NA	39495.69623564266	10.218834922975065	medium	5.34106412005457	507	GCA_012952765.1	45.94	83.83	5.565476427935715	11.997284792511715	4	1.0
contig_66709	7293	NA	42891.99216647363	17.003173859806274	medium	7.02632877950927	9	DTR_236917	62.4	29.77	9.704796987795104	15.148841267682444	3	1.0
contig_66710	8613	NA	39345.8691603103	21.890480967410593	medium	9.48837978822797	112	GCA_012946545.1	44.51	24.61	10.264923409131784	21.614200205604913	9	1.0
contig_66711	7322	NA	38698.46741314543	18.920645931091318	low	10.6438896189225	285	GCA_012940605.1	49.05	31.49	9.599920180962359	18.90732059617214	9	1.0
contig_66712	2846	NA	37645.84938223234	7.559930368693507	low	12.2982618713685	24	DTR_631457	36.2	72.95	1.57	8.56	1	1.0
contig_66714	5907	NA	55617.0	10.620853336210152	high	2.01777187858933	1	DTR_312834	74.58	100.0	8.547041201982678	12.335913866072717	5	1.02
contig_66749	15164	NA	NA	NA	NA	NA	0	NA	NA	NA	8.22	39.74	1	1.09
contig_66801	9322	4455	60473.44415854392	7.366869974067089	low	15.7472323702244	288	DTR_440450	40.14	20.55	2.56	12.48	1	1.16
contig_66803	7965	NA	61860.02814677424	12.87584283198446	low	15.7472323702244	129	DTR_440450	38.62	18.11	NA	NA	0	1.17
contig_66925	27242	NA	8096.031658789672	100.0	high	3.5948207353361	34	DTR_168566	25.02	38.08	100.0	100.0	1	1.08
contig_66928	5309	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	2.01
contig_66955	6225	NA	52963.858891531105	11.753297683140257	medium	9.60676095205243	6	GCA_012939035.1	57.2	24.7	3.73	18.12	1	1.0
contig_66964	7975	NA	59513.97094072737	13.40021489734345	medium	9.48837978822797	19	DTR_231258	45.27	27.11	9.211515601783061	24.379286775631495	2	1.02
contig_67008	77397	NA	840985.370175895	9.203132746983714	low	10.277080385265	32	3300020704|Ga0214250_1000002	38.09	19.76	12.97703274579701	49.32505875583659	6	1.0
contig_67061	10784	NA	171394.47504350476	6.291918101363954	medium	8.23376929421468	22	GCA_015645005.1	53.54	19.25	4.757380808575504	10.68311716044622	7	1.0
contig_67062	9253	NA	141461.0	6.541025441641159	low	12.3244307299425	1	GCA_015645005.1	55.19	16.29	4.391376030876139	6.233804163375922	6	1.0
contig_67063	11900	NA	174851.8469986586	6.805761680110415	low	14.6579797588075	7	GCA_015645005.1	51.37	14.76	5.587850730075836	8.908229459315969	7	1.0
contig_67068	10525	NA	54786.33090739301	19.210996293565863	high	3.71484524843028	6	DTR_891590	62.24	39.6	14.364124521447659	29.13811014305715	8	1.0
contig_67089	3240	NA	117441.00000000001	2.7588320944133646	low	19.4474773902474	1	DTR_282434	35.5	22.9	NA	NA	0	1.67
contig_67090	3647	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.76
contig_67093	7909	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.03
contig_67105	96751	NA	166756.5642605804	58.0193052243587	high	3.3811723832475	24	GCA_020474765.1	52.55	21.46	44.08534048694886	70.55528504263222	41	1.0
contig_67106	23307	NA	64410.40099304981	36.18514966630147	high	2.71302515474779	35	DTR_289122	76.31	36.56	27.696014687825826	58.87811181053818	5	1.0
contig_67164	13332	NA	167179.05326604994	7.9746832749335885	low	24.8647961961453	2	3300042544|Ga0453230_0000007	31.2	6.31	NA	NA	0	1.0
contig_67224	13925	NA	30302.185731440226	45.95378077150398	medium	8.19351450259302	11	GCA_012940775.1	71.85	22.09	25.7188388864995	48.930467878133484	5	1.0
contig_67267	49866	NA	180610.7291541786	27.60965543604656	low	35.9439843853632	2	DTR_296179	41.12	5.91	25.44711534816219	48.55118475535939	8	1.0
contig_67277	11814	NA	176284.96282341765	6.701649313012551	low	10.8022239872915	99	GCA_020474765.1	78.3	10.42	9.43755964104807	17.347891120976335	5	1.0
contig_67278	52014	NA	184154.4918329918	28.244763123764077	high	2.32417655550891	72	GCA_000905255.1	59.81	19.15	27.911572286716364	45.29470665950927	18	1.0
contig_67279	26882	NA	186525.91574362235	14.411938358715252	low	14.1695212703127	108	GCA_000905255.1	55.42	7.97	16.33028411988259	33.699428350456614	11	1.0
contig_67281	38141	NA	152193.94986919983	25.060785946339884	medium	5.36852754066194	3	GCA_000905255.1	50.26	21.96	17.994156701620994	31.281457870408534	9	1.0
contig_67283	53686	NA	183055.03305208342	29.327792361068315	high	2.38889923491061	78	GCA_000905255.1	58.12	23.78	27.965263652573793	44.56988096826917	21	1.0
contig_67284	2542	NA	214585.5396546106	1.1846091792072824	low	10.2803738317757	6	DTR_414204	57.5	22.72	NA	NA	0	1.0
contig_67287	4034	NA	147284.0	2.73892615626952	low	15.8221246969266	1	GCA_000905255.1	54.6	16.87	NA	NA	0	1.0
contig_67288	28213	NA	160132.99135893668	17.618480589524996	low	12.5893824485374	11	DTR_223331	43.18	14.08	17.01602387690808	27.712952994047132	10	1.0
contig_67351	28807	NA	167406.97755778875	17.20776542307255	medium	8.76998172438522	19	GCA_000905255.1	49.76	21.34	12.41360039750327	25.23721793365651	13	1.0
contig_67352	6059	NA	NA	NA	NA	NA	0	NA	NA	NA	2.7	6.6	1	1.0
contig_67353	5533	NA	50588.85806796616	10.937190937511202	low	19.4362889019378	32	DTR_892934	37.16	20.46	2.5389108910891087	14.934196496572733	2	1.0
contig_67354	11036	NA	63004.554931800245	17.516193887800654	medium	7.2083649230396	4	GCA_012936385.1	64.8	22.0	15.67	31.66	1	1.0
contig_67355	63623	NA	62683.853335859974	100.0	medium	7.00547478931288	54	DTR_231270	54.4	54.55	82.66410968962221	99.25666123658839	26	1.0
contig_67356	12042	NA	58084.232539478355	20.73196024724156	medium	8.47654632777342	19	GCA_012949775.1	47.48	35.83	13.830974187597503	32.08195964009343	8	1.0
contig_67358	9126	NA	59946.0949107628	15.223677227991555	high	2.5163996128616	508	GCA_012955285.1	68.28	56.49	9.794227437080608	23.63616102536528	3	1.0
contig_67359	6117	NA	50669.96583308651	12.072240230337233	low	15.15892931936	260	DTR_289774	80.4	10.45	2.87	15.66	1	1.0
contig_67393	2320	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_67406	8195	NA	184095.0	4.451506015915696	low	20.3878139483986	1	GCA_000890375.1	51.3	8.1	3.2745608380338433	22.487687348912164	2	1.05
contig_67413	8676	NA	189491.42959674803	4.578571188397902	low	13.7527995520717	6	GCA_000888835.1	63.5	14.26	3.0740072800305462	20.426677947798414	3	1.11
contig_67414	12811	NA	200376.0	6.393480257116621	high	2.54061556045391	1	3300025652|Ga0208134_1000001	68.33	65.64	6.124284078486626	10.475007738719098	7	1.07
contig_67416	3995	NA	197825.0404431159	2.01946123253732	high	4.90644612587249	7	GCA_000888835.1	64.6	33.59	1.4120692578506753	9.408244029046111	3	1.0
contig_67417	6228	NA	197837.83838980782	3.148032778102196	low	11.8740654837217	7	GCA_000888835.1	60.0	21.01	2.3600141342756182	13.431886925795052	2	1.07
contig_67418	5442	NA	191292.34974575418	2.844860239958858	medium	7.1940049958368	11	3300025652|Ga0208134_1000001	65.15	29.4	2.1535928779393485	6.899861316025291	4	1.0
contig_67424	524	NA	NA	NA	NA	NA	0	NA	NA	NA	0.2509218612818262	0.3170149253731343	2	1.0
contig_67425	449	NA	191518.76766543338	0.23444177584954176	high	0.282965478211658	3	3300025652|Ga0208134_1000001	94.4	100.0	0.04	0.41	1	1.0
contig_67427	524	NA	NA	NA	NA	NA	0	NA	NA	NA	0.04	0.41	1	1.0
contig_67432	473	NA	190870.36251650343	0.2478121766856824	high	1.41573033707865	13	3300025652|Ga0208134_1000001	94.7	84.62	0.24	0.44000000000000006	1	1.0
contig_67435	22359	NA	191108.9519321763	11.699608926710617	high	1.7892584917466	15	3300025652|Ga0208134_1000001	78.56	87.03	10.327432362110299	13.903678300823627	21	1.0
contig_67463	3968	NA	36745.091766669706	10.798721160357111	medium	5.34578042222887	3	GCA_002584745.1	39.2	82.45	NA	NA	0	1.0
contig_67476	15475	NA	44099.87196144237	35.09080482938858	medium	5.1679751894797	91	DTR_236494	31.65	41.82	31.854774154497992	44.569662555799354	3	1.0
contig_67477	5501	NA	39800.85044896568	13.821312705500134	low	16.0736975857687	4	DTR_261546	44.23	18.99	5.4068492224476	16.92342799188641	2	1.0
contig_67478	7238	NA	44811.47897435898	16.152111391238762	low	25.7423874966316	4	DTR_270750	33.5	13.07	7.477455072763996	20.96216375783313	3	1.0
contig_67483	31428	NA	36928.12084976317	85.10587399738094	high	2.91968678857181	6	DTR_888766	63.18	55.91	63.02812143584776	94.48004869191274	11	1.0
contig_67489	3346	NA	32046.629851395974	10.441035502066205	high	3.54623096917935	60	DTR_888766	71.99	72.39	9.14	11.68	1	1.0
contig_67518	31935	NA	464863.6530428933	6.869756280354605	low	19.919469608367	27	DTR_115324	34.4	7.88	10.528361901791996	32.78137782086762	9	1.05
contig_67530	36044	NA	54776.18247457208	65.80232205253107	high	3.25952399968054	5	DTR_269763	85.11	32.27	43.97892097832333	86.49807665248655	7	1.0
contig_67557	6940	NA	46290.11549022072	14.992401566736529	low	13.9757982883961	26	DTR_330580	41.34	30.89	4.16	20.2	1	1.02
contig_67558	5824	NA	53880.366708182155	10.809132075033892	medium	8.89537258399073	30	DTR_633154	46.88	49.75	4.032669039145907	15.639395017793596	2	1.0
contig_67559	2755	NA	56594.52030947777	4.8679624545534415	medium	7.41878841088674	4	DTR_893684	48.5	34.01	NA	NA	0	1.0
contig_67623	4397	NA	76978.50194931774	5.711984370512903	low	15.1657311952622	3	DTR_250784	40.45	25.87	4.0029851713055455	11.576868824996586	3	1.0
contig_67659	5813	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	3.94
contig_67721	3147	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.09
contig_67739	11192	NA	53849.25953845895	20.783944098630943	medium	7.72496529642426	14	GCA_012937805.1	61.56	21.33	17.671435821265007	31.10817015307175	3	1.0
contig_67792	6850	NA	128107.68619132755	5.347064023753886	low	16.354663036079	2	DTR_889549	41.64	21.45	NA	NA	0	1.0
contig_67810	8775	NA	58403.738751550045	15.024723052969122	high	2.85943775100402	2	DTR_890929	83.07	30.28	13.066382978723404	25.552487725040915	2	1.0
contig_67867	8801	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.03
contig_67877	4266	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.05
contig_679	4082	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_67902	9997	NA	54725.0	18.267702147099133	high	2.36826524570752	1	DTR_891092	99.02	69.33	14.38888553724549	24.14719635518633	4	1.0
contig_67910	10753	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_67967	15374	NA	18577.958003013824	82.75398188275558	low	27.4427620025844	4	675141	33.3	6.37	2.41	8.98	1	1.0
contig_67980	42630	NA	164784.41920924163	25.870164305928004	low	12.2561147132961	18	GCA_000905255.1	46.07	17.8	19.82180996912757	33.54802578438884	12	1.0
contig_68076	14373	NA	40866.0	35.171046836000585	high	3.52755734318948	1	GCA_002582885.1	63.86	58.99	24.995297242076933	41.194280973635976	3	1.0
contig_68100	7757	NA	205621.99999999997	3.77245625468092	medium	7.3657234635552	1	GCA_000906035.1	50.59	57.92	3.74	95.8	1	1.03
contig_68102	22096	NA	198507.16217060373	11.131084520270335	medium	5.41554159229819	3	GCA_000906035.1	35.03	80.67	6.668819678085664	58.65082390115669	3	1.04
contig_68103	18301	NA	205622.00000000003	8.900312223400219	medium	7.58967793987957	1	GCA_000906035.1	33.21	40.75	6.3660689756145885	53.52555504227723	4	1.0
contig_68104	18454	NA	198876.8696634781	9.279108239799948	medium	6.02743899121996	3	GCA_000906035.1	39.27	82.96	7.076695711299705	17.62732378050316	3	1.04
contig_68105	10567	NA	196824.80027981522	5.3687340136900765	medium	7.52860853030347	4	GCA_000906035.1	44.5	46.34	3.9751899641577064	53.03755555555556	2	1.04
contig_68106	6722	NA	128036.16321348184	5.250079220815165	low	19.4362889019378	3	GCA_000890375.1	36.6	20.61	3.24	83.02	1	1.02
contig_68130	3582	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_68151	601	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_68156	10811	NA	59817.73823489602	18.073234326491402	medium	5.65610859728507	85	DTR_288754	56.62	63.27	15.380778659696759	25.6228614071043	6	1.13
contig_68165	4653	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_68167	42657	NA	63160.982748240705	67.536947881306	high	3.62635100360268	33	DTR_288754	61.85	45.87	55.319110130611946	98.39706202517579	15	1.0
contig_68168	14224	NA	59227.0703051027	24.01604524202598	high	3.34701468634999	201	GCA_012955235.1	65.51	48.24	17.106442893864713	35.67488405478241	4	1.0
contig_68170	11401	NA	61395.08665599019	18.56988990647125	high	3.11526781989464	32	GCA_012955295.1	66.63	33.81	13.926135265700482	30.104991948470207	2	1.0
contig_68173	20402	NA	58986.9808509761	34.5872931715955	high	2.78868282117233	248	DTR_288754	73.67	50.59	25.12590815368585	50.23573844053038	10	1.0
contig_68175	5053	NA	62048.25299553098	8.143661998612503	medium	5.9815914629818	7	GCA_012955245.1	55.1	51.37	NA	NA	0	1.0
contig_68176	11246	NA	58625.466734004534	19.182789709846322	high	2.65330960918192	24	DTR_288754	68.01	49.12	6.0159886498261175	15.240295792410286	3	1.0
contig_68177	6336	NA	54911.36014164998	11.538595991167549	high	4.90281702200531	17	GCA_023617475.1	66.58	37.97	6.9899105957647425	15.276590182779042	6	1.0
contig_68232	46112	NA	191310.11829605908	24.103272953205785	high	1.84149250379493	15	3300025879|Ga0209555_10000008	64.76	81.2	21.52554835048684	27.904729542703354	47	1.0
contig_68233	31499	NA	192581.568775205	16.356186212590202	medium	7.00126739444902	14	GCA_000906035.1	47.92	58.44	14.946324703787505	21.01930729946945	18	1.01
contig_68234	18105	NA	52963.42726914833	34.18396605641555	low	10.232210936042	11	DTR_249801	24.5	23.55	6.80546953405018	65.91760573476702	2	1.01
contig_68235	2165	NA	126664.43753105064	1.7092406062824617	low	14.7561633975166	2	DTR_296180	28.4	82.34	1.04	26.74	1	1.0
contig_68237	30793	NA	196917.8630564777	15.637484340955044	medium	8.19045947082916	3	3300025879|Ga0209555_10000008	38.29	30.91	22.378764485751237	90.37404357308421	4	1.01
contig_68243	15147	NA	53911.81961005598	28.095879733902887	medium	8.22449070565684	2	DTR_118549	27.9	25.75	6.056881547139404	41.56381144238517	2	1.09
contig_68245	3846	NA	205622.0	1.870422425615936	medium	8.06270996640538	1	GCA_000906035.1	33.9	62.44	NA	NA	0	1.0
contig_68278	7066	NA	NA	NA	NA	NA	0	NA	NA	NA	0.57	6.47	1	1.01
contig_68281	4193	NA	63539.0	6.599096617825273	medium	9.11672823021493	1	DTR_892957	45.08	54.87	NA	NA	0	1.0
contig_68298	4709	NA	236294.0	1.9928563569113054	low	25.7555927270877	1	403581	30.8	14.64	1.31	11.07	1	1.03
contig_68303	20778	NA	NA	NA	NA	NA	0	NA	NA	NA	4.714900662251655	19.176208609271523	2	1.03
contig_68306	2668	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.03
contig_68461	11268	NA	NA	NA	NA	NA	0	NA	NA	NA	4.91	6.95	1	1.0
contig_68473	9013	NA	145378.83110411745	6.199664649624998	low	14.6579797588075	3	GCA_000901695.1	47.6	14.96	NA	NA	0	1.0
contig_68497	181883	NA	NA	NA	NA	NA	0	NA	NA	NA	72.35292817679559	100.00000000000001	2	1.11
contig_68535	8583	NA	46036.98835763932	18.64370434773618	low	20.455764075067	6	DTR_284920	24.8	36.7	4.66	25.24	1	1.0
contig_68575	23895	NA	47234.88782829959	50.587608224791666	low	22.3013900458853	556	DTR_578297	59.5	5.11	23.779073917282854	69.05055316482355	4	1.02
contig_68577	56786	NA	50733.66487809459	100.0	medium	5.36852754066194	5	GCA_001502575.1	51.88	18.35	49.23043964499189	96.05025888812752	5	1.0
contig_68626	12749	NA	170284.02008032126	7.4869033477048665	low	26.7589582006503	2	DTR_278446	32.9	6.57	5.885665073932661	9.378514750305053	5	1.0
contig_68630	6241	NA	42051.89110774334	14.841187484314581	high	2.18287326029199	2	GCA_006516835.1	95.04	76.62	12.74783902976847	17.00332965821389	2	1.0
contig_68631	8289	NA	41758.329894523915	19.849931788308897	high	3.52755734318948	2	DTR_255487	64.48	61.95	16.96643574861846	20.900619108400065	5	1.0
contig_68632	41877	NA	41564.27676969659	100.0	high	1.78875833743293	7	GCA_002578645.1	87.05	82.26	76.8431314384824	99.99999999999997	23	1.0
contig_68633	25962	NA	41610.30841142969	62.39319291579356	high	1.71791835270325	22	DTR_255487	94.19	79.66	49.55219584907738	70.21857654666536	17	1.0
contig_68649	13631	NA	60786.792538735506	22.424279075613082	high	4.73066107956112	5	DTR_891334	59.84	28.38	19.73294573643411	29.878966408268735	2	1.0
contig_68669	16815	NA	NA	NA	NA	NA	0	NA	NA	NA	56.50520634920635	78.10268783068781	2	1.0
contig_68691	13713	NA	55210.08023657628	24.8378555894857	high	3.30400430957084	24	DTR_270756	69.56	28.66	18.37660376432699	31.50711863272721	3	1.0
contig_68692	36964	NA	54410.64672275612	67.93523368385286	high	4.64752998365506	48	GCA_000911675.1	55.18	39.83	51.96464299607413	93.69272091089518	15	1.0
contig_68697	7311	NA	53685.874628368496	13.618107277955657	low	11.8740654837217	8	DTR_890234	60.17	21.08	4.17	23.96	1	1.0
contig_68709	2685	NA	35754.03396178126	7.509642136800817	low	12.5183531358589	47	DTR_264287	68.4	14.31	NA	NA	0	1.0
contig_68746	4465	NA	43445.881929441435	10.277153556812156	high	4.22279937397295	8	DTR_890558	63.58	52.24	5.083329938900203	12.621354378818738	2	1.0
contig_68767	10597	NA	NA	NA	NA	NA	0	NA	NA	NA	15.12	24.73	1	1.0
contig_68768	31942	NA	54080.520555194824	59.06378058509968	medium	6.90348421014353	7	DTR_892121	47.99	50.25	28.02205125762504	74.94601423673579	8	1.0
contig_68770	64439	NA	58986.4329436117	100.0	medium	8.84651380439869	33	DTR_892121	52.5	61.24	65.05070728658367	94.94924975126126	18	1.0
contig_68776	27535	NA	55496.22770830271	49.61598497239936	medium	7.90179090067877	14	DTR_892121	50.79	68.31	32.647397433565565	75.76842527791462	12	1.0
contig_68777	60728	NA	57978.56895319496	100.0	medium	7.00366091186278	39	DTR_070889	52.69	43.95	61.215213767887974	92.04559362414489	17	1.0
contig_68785	3567	NA	3411.393932524228	100.0	high	2.87769784391304	6	DTR_231666	80.82	45.63	NA	NA	0	1.0
contig_68789	3764	NA	48335.634480062545	7.787215458095564	low	20.0646854213706	3	GCA_012954335.1	65.1	10.22	NA	NA	0	1.0
contig_68795	32371	NA	205622.00000000003	15.742965246909375	medium	7.03193258363631	1	GCA_000906035.1	37.42	45.32	12.17405017921147	90.29932616487456	2	1.04
contig_68799	19204	NA	200376.0	9.583982113626382	low	10.8174014826375	1	3300025652|Ga0208134_1000001	48.7	14.48	7.221227418535628	57.33919145255618	3	1.08
contig_68803	27474	NA	201495.05868035578	13.635073822620994	medium	6.51364510453746	2	GCA_000906035.1	51.68	40.55	12.992434730282739	24.234467689733076	5	1.01
contig_68805	3568	NA	65782.23691167515	5.423956629493615	medium	8.82865440464666	6	DTR_287845	27.6	76.86	NA	NA	0	1.03
contig_68810	13933	NA	108433.68520477986	12.849328115785388	low	18.6356392398109	6	GCA_000906035.1	38.4	15.57	5.85492286599721	53.43725545878875	3	1.03
contig_68812	4926	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.05
contig_68813	5154	NA	85275.20058370921	6.043961157195576	low	18.4087537011378	7	GCA_000885975.1	69.0	7.54	2.49	63.65	1	1.01
contig_68814	15364	NA	201489.4620614442	7.625212675050345	medium	6.82555685226617	2	GCA_000906035.1	43.61	48.0	7.422665014224702	13.348709396742763	4	1.03
contig_68815	14903	NA	190744.1622648574	7.813083149200902	low	15.7443388365181	14	3300025879|Ga0209555_10000008	71.9	11.34	7.19945683802134	9.880955264838779	3	1.04
contig_68817	16554	NA	201685.88124631182	8.207813009867154	medium	7.63126410322424	2	GCA_000906035.1	39.26	40.15	8.884666683082802	15.947668782796848	5	1.03
contig_68818	31345	NA	190548.77451751323	16.449856515408396	medium	7.63126410322424	11	3300025879|Ga0209555_10000008	41.81	39.01	14.123153703442227	30.19255748244479	10	1.03
contig_68819	34549	NA	201243.85024322447	17.167729576950492	low	18.5642512859947	2	GCA_000906035.1	42.04	8.93	14.521285301037944	95.79161515581184	3	1.02
contig_68820	4275	NA	188194.20153613822	2.2715896478771627	high	2.70371761171611	5	3300025879|Ga0209555_10000008	63.71	82.83	2.0625762342977456	2.832601783728798	3	1.0
contig_68822	2840	NA	99180.14655228186	2.8634763092459448	low	14.855914629916	11	DTR_263090	49.2	16.92	1.49	8.3	1	1.02
contig_68824	87243	NA	192342.22442448937	45.35821516104503	high	2.56120394248772	14	GCA_000906035.1	72.49	75.35	40.9396035831215	51.48238237484752	72	1.01
contig_68888	4165	NA	NA	NA	NA	NA	0	NA	NA	NA	2.96	3.09	1	1.4
contig_68930	116675	NA	181989.74779064284	64.11075426854289	low	21.8176730302842	85	GCA_015645005.1	55.58	10.95	52.94577449794716	77.96840034514281	33	1.03
contig_68932	2965	NA	162768.6608544028	1.8216037316005222	low	10.6162263507551	3	GCA_000901695.1	60.4	27.21	1.448034162225686	2.6551331478050813	3	1.0
contig_68951	9352	NA	34366.57638556901	27.212486618035747	medium	8.19351450259302	6	DTR_696468	70.46	20.77	10.902314259457789	25.960459731854524	5	1.0
contig_68952	6805	NA	53533.91964127455	12.711566882454386	low	15.3193146439558	31	DTR_269763	83.0	11.9	10.908292036760574	19.4552874674072	4	1.0
contig_68953	17668	NA	53712.24349649724	32.89380381430575	high	2.51081349894756	71	DTR_321439	76.07	66.36	23.436082584110192	49.331025168016005	10	1.0
contig_68998	14345	NA	34290.155936759176	41.83416379457787	low	29.17924392698	17	DTR_701655	26.3	16.36	27.37942289139514	49.183933451600076	4	1.0
contig_69038	5265	NA	55543.90769196669	9.47898737913515	medium	5.46581517655898	10	GCA_012945995.1	56.74	47.07	7.48	15.1	1	1.0
contig_69108	15822	NA	61684.764574875095	25.649769613361677	high	3.31059095203107	16	GCA_012936335.1	85.33	40.7	22.653115487967746	36.027990304789185	5	1.0
contig_69111	6686	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_69113	25286	NA	58544.73863392615	43.190900822208114	high	3.34681256916013	69	DTR_287816	63.08	38.34	29.316888395873256	66.14870653180098	11	1.13
contig_69114	12133	NA	59784.666417038694	20.29450146190342	high	2.64972286061917	191	GCA_012954835.1	71.08	59.94	16.104655724132986	28.045308391493375	6	1.0
contig_69115	16424	NA	58425.74783946341	28.110893924932327	high	2.51829910415363	35	GCA_012954835.1	72.5	52.84	21.54193688798361	40.038460678141256	10	1.0
contig_69190	8932	NA	181162.8368067814	4.930371017277895	medium	7.52355836258882	95	GCA_015645005.1	52.45	41.74	3.8625508282174534	8.729460928533333	7	1.0
contig_69191	129048	NA	176668.38747874176	73.04532624181456	high	2.32417655550891	68	GCA_020474765.1	58.7	19.29	60.32369963618367	84.06293638197933	44	1.0
contig_69287	18726	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.04
contig_69330	10705	7453	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.09
contig_6940	4830	NA	NA	NA	NA	NA	0	NA	NA	NA	0.39	4.42	1	1.02
contig_69405	35794	NA	60790.68646658219	58.88073005998484	high	2.71050155094329	106	DTR_289513	65.43	48.89	36.654208689541285	64.6481958070451	13	1.0
contig_69447	7111	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.64
contig_69473	10506	NA	235916.0000786191	4.453279979526132	low	18.2447178718414	38	GCA_017654345.1	58.3	11.33	4.868534482758621	10.280258620689656	2	1.0
contig_69475	7953	NA	107360.9078218648	7.407724246516026	low	11.1417515456122	2	DTR_889100	61.9	15.09	NA	NA	0	1.0
contig_69515	30418	NA	64726.56717636002	46.99461338204495	high	2.39388814929419	17	DTR_257077	72.48	58.43	31.565483690326197	51.04909612580199	8	1.0
contig_69516	24942	NA	64705.14943063111	38.54716389572632	high	2.58132490451732	9	DTR_257077	70.81	48.54	27.538364283493166	42.85157224324765	7	1.0
contig_69517	47525	NA	65285.81048596898	72.7952975481769	high	2.00123399480206	5	DTR_257077	66.8	72.13	44.780577315369165	71.93206657522464	16	1.0
contig_69518	30909	NA	64506.67196553597	47.91597374069116	high	2.71302515474779	35	DTR_257077	77.39	44.16	32.075474242180945	51.87219867837229	8	1.0
contig_69519	18566	NA	64758.72328882584	28.669496644019812	high	2.27452576363924	32	DTR_257077	79.05	71.75	16.717229032245292	52.335612245299394	10	1.08
contig_69568	12077	NA	39893.365516665624	30.27320418718441	low	23.7881428775411	13	GCA_902987855.1	48.1	6.8	6.773343956000393	17.380239204373133	5	1.01
contig_69573	12730	NA	40323.29785800561	31.569838471117617	medium	5.0442578302315	17	DTR_697174	55.23	37.94	23.280022910892136	34.5672014654754	7	1.01
contig_69584	21406	NA	54401.711380157874	39.348026848669114	high	2.64972286061917	14	GCA_012944665.1	75.18	52.9	14.838478199796288	53.36086473655812	7	1.0
contig_69589	14227	NA	366721.06029141066	3.8795153975325767	low	21.9565771667288	56	DTR_112218	53.1	6.67	6.688647571602491	21.964178037156664	3	1.0
contig_69601	10735	NA	58894.64313140183	18.227464212744746	high	2.5163996128616	2	DTR_889165	72.19	57.04	15.906680412371134	30.881670103092787	2	1.0
contig_69667	21134	NA	182898.33384895456	11.55505332129126	low	16.0886513846799	85	GCA_000901695.1	48.99	7.78	9.308733773396005	16.990481749843035	3	1.0
