contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
contig_59458	8289	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59462	53942	47	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59464	2715	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59466	4411	10	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59467	21744	30	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59479	9719	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59480	4609	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59481	15301	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59482	14968	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59483	13789	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59484	2452	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59486	15336	19	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59488	26572	35	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59490	9277	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59491	12658	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59492	11622	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59493	11131	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59495	13536	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59496	12029	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59497	9837	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59500	36206	44	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59501	3125	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59503	18829	37	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59504	15795	27	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59505	10891	19	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59507	16212	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59508	9136	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59509	20607	25	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59692	17785	25	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59693	24694	43	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59694	20837	34	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59699	22965	42	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59700	25200	41	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59701	25873	45	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59702	18981	29	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59703	22679	40	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59704	25004	43	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59705	23991	38	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59707	5159	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59708	3853	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59709	17371	32	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59710	2848	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_5976	3107	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59771	2793	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59788	16443	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59795	38362	53	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59796	6120	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59864	3266	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59900	8461	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59901	15052	13	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59916	9203	13	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59968	42248	71	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59969	20969	30	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59970	2828	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59972	3131	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59976	7729	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59984	4906	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_59988	6964	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60049	3698	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60050	31321	59	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60051	18139	33	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60052	5154	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60053	5941	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60054	597	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60055	12328	24	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60056	13640	25	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60057	3646	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60058	13590	27	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60059	13912	27	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60074	16934	28	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60087	2672	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60088	3304	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60089	2740	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60090	29409	44	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60091	6402	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60092	5845	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60093	5412	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60096	4758	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60097	5257	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60146	11970	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60147	4386	37	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60168	34342	37	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60170	10157	12	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60171	4911	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60172	14744	14	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60173	9759	12	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60175	34709	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60178	5878	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60239	21493	44	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60240	40670	96	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60241	6335	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60318	14961	35	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60358	5903	8	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60380	11217	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60448	3888	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60463	7204	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60474	17398	25	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60476	19540	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60478	2707	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60574	12488	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60612	6642	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60626	8912	15	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60639	6990	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60642	146446	167	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60652	168999	181	27	5	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60670	39392	61	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60697	3411	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60725	27754	56	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60838	7015	14	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60839	6146	14	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60874	48579	75	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60875	4047	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60877	1248	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60879	19869	37	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60880	69857	112	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60881	44607	70	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60882	50645	84	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60883	9347	15	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60884	3946	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60885	18218	31	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60887	4734	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60888	4953	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60889	24639	43	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60890	21483	32	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60891	14404	22	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60893	36536	60	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60894	13360	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60896	12924	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60926	51890	47	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60964	17116	30	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60965	25511	36	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60973	4773	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60974	31924	49	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60975	23755	40	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60977	29054	42	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_60978	27130	49	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61004	7736	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61005	19564	30	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61031	9604	23	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61062	7433	7	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61089	8042	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61175	25223	42	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61363	24776	48	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61364	51298	85	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61376	11058	16	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61377	13186	15	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61411	19931	17	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61414	47720	70	28	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61425	15937	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61432	6135	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61450	85936	155	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61451	18478	32	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61452	22229	34	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61484	6024	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61531	7269	22	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61533	3713	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61535	19453	48	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61536	19544	43	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61537	30097	65	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61541	20802	52	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61542	26038	60	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61544	31695	62	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61545	7690	19	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61547	11918	29	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61548	8821	21	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61550	32346	61	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61551	4720	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61615	111981	114	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61699	2960	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61705	18941	38	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61706	19302	29	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61708	19983	35	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61709	18786	37	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61710	13773	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61711	49250	56	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61712	12754	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61713	11966	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61714	13391	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61715	19454	35	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61716	11952	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61717	11090	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61718	11843	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61751	16870	40	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61752	105082	206	46	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61753	13687	28	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61754	10802	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61807	3549	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61874	2844	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61896	15801	28	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61899	5160	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61900	14116	19	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61902	36331	52	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61937	13604	17	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_61991	11361	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62102	8571	20	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62103	28565	42	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62104	37270	64	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62112	11306	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62126	31067	54	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62127	14554	25	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62146	18680	47	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62176	5860	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62178	4539	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62187	11238	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62195	12453	22	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62196	125347	182	109	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62197	13504	30	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62198	32032	43	23	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62220	8875	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62243	5254	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62254	16010	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62276	7033	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62278	6173	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62289	13600	36	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62292	59972	116	36	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62293	4234	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62294	3209	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62295	10619	20	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62317	14759	33	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62318	73463	113	38	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62336	7470	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62367	33030	68	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62368	14273	23	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62370	14282	16	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62371	14260	16	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62372	29668	53	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62375	61171	76	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62376	8300	22	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62377	21263	31	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62378	9863	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62379	8032	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62380	3443	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62381	44705	63	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62382	52351	88	23	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62405	54799	99	26	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62465	7629	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62500	3167	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62550	3177	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62552	37387	56	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62553	35882	62	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62601	5145	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62603	10066	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62604	5961	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62610	12176	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62651	6909	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62656	11518	32	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_6268	5908	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62701	12086	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62702	26024	40	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62725	3300	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62726	3715	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62731	77726	94	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62732	4059	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62736	11374	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62737	7933	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62738	8400	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62741	7067	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62744	4984	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62745	29338	43	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62746	7859	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62747	3578	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62748	7847	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62749	8624	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62750	24706	35	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62751	7303	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62775	5433	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62777	66220	101	30	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62778	5220	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62940	5905	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62941	9692	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62942	83190	84	28	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62944	4383	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62945	4073	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62956	24138	49	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62958	8718	22	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_62991	38341	49	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63096	10316	30	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63104	78042	103	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63119	19829	29	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63121	6290	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63193	5690	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63198	3173	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63200	2683	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63204	16472	34	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63213	3848	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63218	6452	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63221	24762	50	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63222	8596	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63223	19982	41	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63224	6666	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63225	44866	80	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63233	4154	8	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63282	3036	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63284	86022	156	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63285	4743	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63291	32827	54	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63315	9839	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63320	18945	29	9	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63321	19535	37	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63323	6206	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_6336	2641	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63369	32765	26	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63630	8105	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63652	56087	59	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63726	35443	42	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63736	23359	42	15	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63737	25241	54	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63746	17218	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63747	12742	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63749	6235	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63750	5603	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63751	25366	29	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63752	5980	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63754	3459	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63761	33260	63	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63763	11586	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63764	14906	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63765	5831	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63767	16491	26	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63768	3152	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63772	15443	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63773	15229	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63774	16135	17	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63776	7384	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63794	9870	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63795	30513	43	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63800	969	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63802	9822	14	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63804	11952	24	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63805	17799	26	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63806	18365	30	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63848	3724	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63913	28931	58	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63915	26689	54	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63916	6931	17	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63917	31087	57	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63918	23012	48	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63919	8933	21	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63920	3943	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
