contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_60147	4386	No	NA	37	0	0	Not-determined	Genome-fragment	NA	NA	0.0	6.01	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_60168	34342	No	NA	37	16	1	Low-quality	Genome-fragment	35.01	AAI-based (high-confidence)	0.0	1.0	
contig_60170	10157	No	NA	12	9	0	Low-quality	Genome-fragment	30.04	AAI-based (medium-confidence)	0.0	1.0	
contig_60171	4911	No	NA	8	3	0	Low-quality	Genome-fragment	2.92	HMM-based (lower-bound)	0.0	1.0	
contig_60172	14744	No	NA	14	7	0	Low-quality	Genome-fragment	43.61	AAI-based (medium-confidence)	0.0	1.0	
contig_60173	9759	No	NA	12	7	0	Low-quality	Genome-fragment	29.52	AAI-based (medium-confidence)	0.0	1.0	
contig_60175	34709	No	NA	18	0	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.36	no viral genes detected
contig_60178	5878	No	NA	5	3	0	Low-quality	Genome-fragment	1.03	HMM-based (lower-bound)	0.0	1.04	
contig_60239	21493	No	NA	44	3	0	Low-quality	Genome-fragment	9.63	HMM-based (lower-bound)	0.0	1.0	
contig_60240	40670	No	NA	96	16	0	Low-quality	Genome-fragment	18.25	HMM-based (lower-bound)	0.0	1.0	
contig_60241	6335	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_60318	14961	No	NA	35	1	0	Low-quality	Genome-fragment	4.85	AAI-based (medium-confidence)	0.0	1.0	
contig_60358	5903	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_60380	11217	No	NA	10	4	0	Low-quality	Genome-fragment	16.0	HMM-based (lower-bound)	0.0	1.0	
contig_60448	3888	No	NA	11	3	0	Low-quality	Genome-fragment	12.3	AAI-based (high-confidence)	0.0	1.0	
contig_60463	7204	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.89	no viral genes detected; high kmer_freq may indicate large duplication
contig_60474	17398	No	NA	25	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.76	no viral genes detected; high kmer_freq may indicate large duplication
contig_60476	19540	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	3.48	no viral genes detected; high kmer_freq may indicate large duplication
contig_60478	2707	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.64	no viral genes detected; high kmer_freq may indicate large duplication
contig_60574	12488	No	NA	18	2	0	Low-quality	Genome-fragment	22.99	AAI-based (high-confidence)	0.0	1.0	
contig_60612	6642	No	NA	11	4	0	Low-quality	Genome-fragment	3.64	HMM-based (lower-bound)	0.0	1.0	
contig_60626	8912	No	NA	15	8	0	Low-quality	Genome-fragment	11.68	AAI-based (medium-confidence)	0.0	1.0	
contig_60639	6990	No	NA	16	1	0	Low-quality	Genome-fragment	14.29	AAI-based (high-confidence)	0.0	1.0	
contig_60642	146446	No	NA	167	2	0	Low-quality	Genome-fragment	40.63	HMM-based (lower-bound)	0.0	1.08	
contig_60652	168999	No	NA	181	27	5	Low-quality	Genome-fragment	40.62	HMM-based (lower-bound)	0.0	1.03	
contig_60670	39392	No	NA	61	18	0	Medium-quality	Genome-fragment	73.28	AAI-based (high-confidence)	0.0	1.0	
contig_60697	3411	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.71	no viral genes detected; high kmer_freq may indicate large duplication
contig_60725	27754	No	NA	56	22	0	Low-quality	Genome-fragment	44.61	AAI-based (high-confidence)	0.0	1.0	
contig_60838	7015	No	NA	14	6	0	Low-quality	Genome-fragment	11.44	AAI-based (high-confidence)	0.0	1.0	
contig_60839	6146	No	NA	14	6	0	Low-quality	Genome-fragment	9.96	AAI-based (high-confidence)	0.0	1.0	
contig_60874	48579	No	NA	75	18	0	Medium-quality	Genome-fragment	84.38	AAI-based (high-confidence)	0.0	1.0	
contig_60875	4047	No	NA	9	1	0	Low-quality	Genome-fragment	2.82	HMM-based (lower-bound)	0.0	1.01	
contig_60877	1248	No	NA	1	1	0	Low-quality	Genome-fragment	1.63	HMM-based (lower-bound)	0.0	1.0	
contig_60879	19869	No	NA	37	13	0	Low-quality	Genome-fragment	44.38	AAI-based (medium-confidence)	0.0	1.0	
contig_60880	69857	No	NA	112	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
contig_60881	44607	No	NA	70	19	0	Medium-quality	Genome-fragment	52.41	HMM-based (lower-bound)	0.0	1.0	
contig_60882	50645	No	NA	84	24	0	Medium-quality	Genome-fragment	61.34	HMM-based (lower-bound)	0.0	1.0	
contig_60883	9347	No	NA	15	6	0	Low-quality	Genome-fragment	8.82	HMM-based (lower-bound)	0.0	1.0	
contig_60884	3946	No	NA	8	5	0	Low-quality	Genome-fragment	3.78	HMM-based (lower-bound)	0.0	1.0	
contig_60885	18218	No	NA	31	10	0	Low-quality	Genome-fragment	20.63	HMM-based (lower-bound)	0.0	1.0	
contig_60887	4734	No	NA	9	3	0	Low-quality	Genome-fragment	2.2	HMM-based (lower-bound)	0.0	1.0	
contig_60888	4953	No	NA	7	2	0	Low-quality	Genome-fragment	4.52	HMM-based (lower-bound)	0.0	1.0	
contig_60889	24639	No	NA	43	12	0	Low-quality	Genome-fragment	48.3	AAI-based (medium-confidence)	0.0	1.0	
contig_60890	21483	No	NA	32	12	0	Low-quality	Genome-fragment	43.48	AAI-based (high-confidence)	0.0	1.0	
contig_60891	14404	No	NA	22	7	0	Low-quality	Genome-fragment	32.59	AAI-based (medium-confidence)	0.0	1.0	
contig_60893	36536	No	NA	60	11	0	Medium-quality	Genome-fragment	56.08	AAI-based (medium-confidence)	0.0	1.0	
contig_60894	13360	No	NA	11	2	0	Low-quality	Genome-fragment	20.03	HMM-based (lower-bound)	0.0	1.0	
contig_60896	12924	No	NA	11	2	0	Low-quality	Genome-fragment	19.37	HMM-based (lower-bound)	0.0	1.0	
contig_60926	51890	No	NA	47	2	0	Low-quality	Genome-fragment	8.28	HMM-based (lower-bound)	0.0	1.02	
contig_60964	17116	No	NA	30	6	0	Medium-quality	Genome-fragment	52.38	AAI-based (high-confidence)	0.0	1.0	
contig_60965	25511	No	NA	36	10	0	Low-quality	Genome-fragment	43.4	AAI-based (high-confidence)	0.0	1.0	
contig_60973	4773	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected
contig_60974	31924	No	NA	49	3	0	Low-quality	Genome-fragment	2.55	HMM-based (lower-bound)	0.0	1.02	
contig_60975	23755	No	NA	40	4	0	Low-quality	Genome-fragment	3.55	HMM-based (lower-bound)	0.0	1.02	
contig_60977	29054	No	NA	42	3	0	Low-quality	Genome-fragment	2.38	HMM-based (lower-bound)	0.0	1.02	
contig_60978	27130	No	NA	49	2	0	Low-quality	Genome-fragment	2.17	HMM-based (lower-bound)	0.0	1.02	
contig_61004	7736	No	NA	13	2	0	Low-quality	Genome-fragment	20.73	AAI-based (medium-confidence)	0.0	1.0	
contig_61005	19564	No	NA	30	9	0	Medium-quality	Genome-fragment	51.81	AAI-based (high-confidence)	0.0	1.0	
contig_61031	9604	No	NA	23	1	0	Low-quality	Genome-fragment	15.7	AAI-based (medium-confidence)	0.0	1.0	
contig_61062	7433	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_61089	8042	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_61175	25223	No	NA	42	3	0	Low-quality	Genome-fragment	32.95	HMM-based (lower-bound)	0.0	1.0	
contig_61363	24776	No	NA	48	7	0	Medium-quality	Genome-fragment	53.01	AAI-based (high-confidence)	0.0	1.0	
contig_61364	51298	No	NA	85	18	0	Medium-quality	Genome-fragment	88.75	AAI-based (high-confidence)	0.0	1.0	
contig_61376	11058	No	NA	16	6	0	Low-quality	Genome-fragment	27.0	AAI-based (high-confidence)	0.0	1.0	
contig_61377	13186	No	NA	15	8	0	Low-quality	Genome-fragment	32.54	AAI-based (high-confidence)	0.0	1.0	
contig_61411	19931	No	NA	17	6	0	Low-quality	Genome-fragment	10.72	HMM-based (lower-bound)	0.0	1.05	
contig_61414	47720	No	NA	70	28	2	Low-quality	Genome-fragment	24.87	AAI-based (high-confidence)	0.0	1.16	
contig_61425	15937	No	NA	23	2	0	Low-quality	Genome-fragment	5.31	HMM-based (lower-bound)	0.0	1.0	
contig_61432	6135	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.26	no viral genes detected
contig_61450	85936	No	NA	155	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
contig_61451	18478	No	NA	32	16	0	Low-quality	Genome-fragment	30.1	AAI-based (high-confidence)	0.0	1.0	
contig_61452	22229	No	NA	34	5	0	Low-quality	Genome-fragment	9.94	HMM-based (lower-bound)	0.0	1.0	
contig_61484	6024	No	NA	14	0	0	Low-quality	Genome-fragment	17.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_61531	7269	No	NA	22	1	0	Low-quality	Genome-fragment	3.27	HMM-based (lower-bound)	0.0	1.0	
contig_61533	3713	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_61535	19453	No	NA	48	12	0	Low-quality	Genome-fragment	12.33	AAI-based (medium-confidence)	0.0	1.0	
contig_61536	19544	No	NA	43	14	0	Low-quality	Genome-fragment	10.93	AAI-based (medium-confidence)	0.0	1.0	
contig_61537	30097	No	NA	65	17	0	Low-quality	Genome-fragment	13.11	HMM-based (lower-bound)	0.0	1.0	
contig_61541	20802	No	NA	52	21	0	Low-quality	Genome-fragment	8.9	HMM-based (lower-bound)	0.0	1.0	
contig_61542	26038	No	NA	60	18	0	Low-quality	Genome-fragment	14.84	AAI-based (medium-confidence)	0.0	1.0	
contig_61544	31695	No	NA	62	21	0	Low-quality	Genome-fragment	13.65	HMM-based (lower-bound)	0.0	1.0	
contig_61545	7690	No	NA	19	9	0	Low-quality	Genome-fragment	3.37	HMM-based (lower-bound)	0.0	1.0	
contig_61547	11918	No	NA	29	8	0	Low-quality	Genome-fragment	5.18	HMM-based (lower-bound)	0.0	1.0	
contig_61548	8821	No	NA	21	0	0	Low-quality	Genome-fragment	16.23	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_61550	32346	No	NA	61	15	0	Low-quality	Genome-fragment	20.3	HMM-based (lower-bound)	0.0	1.0	
contig_61551	4720	No	NA	13	0	0	Low-quality	Genome-fragment	10.01	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_61615	111981	No	NA	114	13	0	Medium-quality	Genome-fragment	50.65	HMM-based (lower-bound)	0.0	1.03	
contig_61699	2960	No	NA	4	3	0	Low-quality	Genome-fragment	4.89	AAI-based (high-confidence)	0.0	1.0	
contig_61705	18941	No	NA	38	3	1	Low-quality	Genome-fragment	29.44	AAI-based (high-confidence)	0.0	1.0	
contig_61706	19302	No	NA	29	2	1	Low-quality	Genome-fragment	29.76	AAI-based (medium-confidence)	0.0	1.0	
contig_61708	19983	No	NA	35	2	1	Low-quality	Genome-fragment	32.08	AAI-based (high-confidence)	0.0	1.0	
contig_61709	18786	No	NA	37	2	1	Low-quality	Genome-fragment	29.05	AAI-based (high-confidence)	0.0	1.0	
contig_61710	13773	No	NA	15	3	0	Low-quality	Genome-fragment	9.36	HMM-based (lower-bound)	0.0	1.0	
contig_61711	49250	No	NA	56	16	1	Medium-quality	Genome-fragment	78.48	AAI-based (high-confidence)	0.0	1.0	
contig_61712	12754	No	NA	11	2	0	Low-quality	Genome-fragment	12.4	HMM-based (lower-bound)	0.0	1.0	
contig_61713	11966	No	NA	9	1	0	Low-quality	Genome-fragment	12.86	HMM-based (lower-bound)	0.0	1.0	
contig_61714	13391	No	NA	14	3	0	Low-quality	Genome-fragment	9.1	HMM-based (lower-bound)	0.0	1.0	
contig_61715	19454	No	NA	35	2	0	Low-quality	Genome-fragment	29.97	AAI-based (medium-confidence)	0.0	1.0	
contig_61716	11952	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_61717	11090	No	NA	18	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_61718	11843	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_61751	16870	No	NA	40	7	0	Low-quality	Genome-fragment	27.47	AAI-based (high-confidence)	0.0	1.01	
contig_61752	105082	No	NA	206	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.14	contig >1.5x longer than expected genome length
contig_61753	13687	No	NA	28	6	1	Low-quality	Genome-fragment	21.17	AAI-based (high-confidence)	0.0	1.0	
contig_61754	10802	No	NA	20	3	0	Low-quality	Genome-fragment	17.85	AAI-based (high-confidence)	0.0	1.0	
contig_61807	3549	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_61874	2844	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.2	no viral genes detected
contig_61896	15801	No	NA	28	2	0	Low-quality	Genome-fragment	7.04	HMM-based (lower-bound)	0.0	1.0	
contig_61899	5160	No	NA	9	1	0	Low-quality	Genome-fragment	6.73	HMM-based (lower-bound)	0.0	1.01	
contig_61900	14116	No	NA	19	11	0	Low-quality	Genome-fragment	25.53	AAI-based (high-confidence)	0.0	1.0	
contig_61902	36331	No	NA	52	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
contig_61937	13604	No	NA	17	6	0	Low-quality	Genome-fragment	7.13	AAI-based (medium-confidence)	0.0	1.01	
contig_61991	11361	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.47	no viral genes detected
contig_62102	8571	No	NA	20	6	0	Low-quality	Genome-fragment	15.6	HMM-based (lower-bound)	0.0	1.0	
contig_62103	28565	No	NA	42	13	0	Medium-quality	Genome-fragment	58.38	AAI-based (medium-confidence)	0.0	1.0	
contig_62104	37270	No	NA	64	19	0	Medium-quality	Genome-fragment	79.95	AAI-based (medium-confidence)	0.0	1.0	
contig_62112	11306	No	NA	14	1	0	Low-quality	Genome-fragment	31.94	AAI-based (high-confidence)	0.0	1.0	
contig_62126	31067	No	NA	54	13	0	Medium-quality	Genome-fragment	59.27	AAI-based (high-confidence)	0.0	1.0	
contig_62127	14554	No	NA	25	6	0	Low-quality	Genome-fragment	27.82	AAI-based (high-confidence)	0.0	1.0	
contig_62146	18680	No	NA	47	13	0	Low-quality	Genome-fragment	10.69	HMM-based (lower-bound)	0.0	1.0	
contig_62176	5860	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_62178	4539	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_62187	11238	No	NA	17	1	0	Low-quality	Genome-fragment	0.9	HMM-based (lower-bound)	0.0	1.01	
contig_62195	12453	No	NA	22	7	0	Low-quality	Genome-fragment	6.55	AAI-based (high-confidence)	0.0	1.0	
contig_62196	125347	No	NA	182	109	0	Medium-quality	Genome-fragment	65.6	AAI-based (high-confidence)	0.0	1.01	
contig_62197	13504	No	NA	30	13	0	Low-quality	Genome-fragment	7.05	AAI-based (high-confidence)	0.0	1.0	
contig_62198	32032	No	NA	43	23	1	Low-quality	Genome-fragment	16.78	AAI-based (high-confidence)	0.0	1.0	
contig_62220	8875	No	NA	14	1	0	Low-quality	Genome-fragment	3.95	HMM-based (lower-bound)	0.0	1.0	
contig_62243	5254	No	NA	4	1	0	Low-quality	Genome-fragment	12.5	HMM-based (lower-bound)	0.0	1.0	
contig_62254	16010	No	NA	13	2	0	Low-quality	Genome-fragment	5.82	HMM-based (lower-bound)	0.0	1.01	
contig_62276	7033	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.18	no viral genes detected
contig_62278	6173	No	NA	11	4	0	Low-quality	Genome-fragment	3.2	AAI-based (high-confidence)	0.0	1.0	
contig_62289	13600	No	NA	36	1	0	Low-quality	Genome-fragment	6.08	HMM-based (lower-bound)	0.0	1.0	
contig_62292	59972	No	NA	116	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_62293	4234	No	NA	8	3	0	Low-quality	Genome-fragment	10.08	AAI-based (high-confidence)	0.0	1.0	
contig_62294	3209	No	NA	8	1	0	Low-quality	Genome-fragment	7.77	AAI-based (high-confidence)	0.0	1.0	
contig_62295	10619	No	NA	20	11	0	Low-quality	Genome-fragment	16.94	AAI-based (high-confidence)	0.0	1.0	
contig_62317	14759	No	NA	33	0	0	Low-quality	Genome-fragment	23.07	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_62318	73463	No	NA	113	38	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
contig_62336	7470	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_62367	33030	No	NA	68	9	0	Low-quality	Genome-fragment	36.41	HMM-based (lower-bound)	0.0	1.0	
contig_62368	14273	No	NA	23	8	0	Low-quality	Genome-fragment	22.97	AAI-based (medium-confidence)	0.0	1.0	
contig_62370	14282	No	NA	16	8	0	Low-quality	Genome-fragment	8.83	HMM-based (lower-bound)	0.0	1.0	
contig_62371	14260	No	NA	16	6	0	Low-quality	Genome-fragment	15.01	AAI-based (medium-confidence)	0.0	1.0	
contig_62372	29668	No	NA	53	15	0	Low-quality	Genome-fragment	47.52	AAI-based (high-confidence)	0.0	1.0	
contig_62375	61171	No	NA	76	25	0	High-quality	High-quality	94.99	AAI-based (high-confidence)	0.0	1.0	
contig_62376	8300	No	NA	22	3	0	Low-quality	Genome-fragment	13.44	AAI-based (medium-confidence)	0.0	1.0	
contig_62377	21263	No	NA	31	9	0	Low-quality	Genome-fragment	11.94	HMM-based (lower-bound)	0.0	1.0	
contig_62378	9863	No	NA	12	4	0	Low-quality	Genome-fragment	16.35	AAI-based (medium-confidence)	0.0	1.0	
contig_62379	8032	No	NA	12	4	0	Low-quality	Genome-fragment	5.12	HMM-based (lower-bound)	0.0	1.0	
contig_62380	3443	No	NA	8	1	0	Low-quality	Genome-fragment	1.44	HMM-based (lower-bound)	0.0	1.0	
contig_62381	44705	No	NA	63	18	0	Low-quality	Genome-fragment	43.66	HMM-based (lower-bound)	0.0	1.0	
contig_62382	52351	No	NA	88	23	0	Medium-quality	Genome-fragment	81.43	AAI-based (high-confidence)	0.0	1.0	
contig_62405	54799	No	NA	99	26	0	Medium-quality	Genome-fragment	87.54	AAI-based (high-confidence)	0.0	1.0	
contig_62465	7629	No	NA	5	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_62500	3167	No	NA	6	2	0	Low-quality	Genome-fragment	5.36	AAI-based (medium-confidence)	0.0	1.0	
contig_62550	3177	No	NA	10	3	0	Low-quality	Genome-fragment	8.65	AAI-based (medium-confidence)	0.0	1.0	
contig_62552	37387	No	NA	56	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_62553	35882	No	NA	62	16	0	High-quality	High-quality	96.93	AAI-based (high-confidence)	0.0	1.0	
contig_62601	5145	No	NA	9	1	0	Low-quality	Genome-fragment	2.87	HMM-based (lower-bound)	0.0	1.13	
contig_62603	10066	No	NA	10	1	0	Low-quality	Genome-fragment	5.82	AAI-based (medium-confidence)	0.0	1.15	
contig_62604	5961	No	NA	6	1	0	Low-quality	Genome-fragment	3.33	HMM-based (lower-bound)	0.0	1.04	
contig_62610	12176	No	NA	15	2	0	Low-quality	Genome-fragment	7.21	HMM-based (lower-bound)	0.0	1.22	
contig_62651	6909	No	NA	6	1	0	Low-quality	Genome-fragment	2.07	HMM-based (lower-bound)	0.0	1.02	
contig_62656	11518	No	NA	32	3	0	Low-quality	Genome-fragment	5.24	HMM-based (lower-bound)	0.0	1.0	
contig_6268	5908	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	20.03	no viral genes detected; high kmer_freq may indicate large duplication
contig_62701	12086	No	NA	18	2	0	Low-quality	Genome-fragment	0.96	HMM-based (lower-bound)	0.0	1.0	
contig_62702	26024	No	NA	40	2	0	Low-quality	Genome-fragment	1.96	HMM-based (lower-bound)	0.0	1.02	
contig_62725	3300	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
contig_62726	3715	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_62731	77726	No	NA	94	3	0	Low-quality	Genome-fragment	6.21	HMM-based (lower-bound)	0.0	1.04	
contig_62732	4059	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_62736	11374	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_62737	7933	No	NA	11	1	0	Low-quality	Genome-fragment	7.71	HMM-based (lower-bound)	0.0	1.01	
contig_62738	8400	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_62741	7067	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_62744	4984	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_62745	29338	No	NA	43	1	0	Medium-quality	Genome-fragment	69.8	HMM-based (lower-bound)	0.0	1.1	
contig_62746	7859	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected
contig_62747	3578	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_62748	7847	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_62749	8624	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_62750	24706	No	NA	35	1	0	Medium-quality	Genome-fragment	58.78	HMM-based (lower-bound)	0.0	1.03	
contig_62751	7303	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_62775	5433	No	NA	15	3	0	Low-quality	Genome-fragment	9.81	AAI-based (medium-confidence)	0.0	1.0	
contig_62777	66220	No	NA	101	30	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_62778	5220	No	NA	13	2	0	Low-quality	Genome-fragment	8.28	AAI-based (medium-confidence)	0.0	1.0	
contig_62940	5905	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_62941	9692	No	NA	16	3	0	Low-quality	Genome-fragment	5.1	AAI-based (medium-confidence)	0.0	1.01	
contig_62942	83190	No	NA	84	28	1	Low-quality	Genome-fragment	43.36	AAI-based (high-confidence)	0.0	1.1	
contig_62944	4383	No	NA	6	1	0	Low-quality	Genome-fragment	2.29	AAI-based (medium-confidence)	0.0	1.0	
contig_62945	4073	No	NA	6	0	0	Low-quality	Genome-fragment	2.54	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_62956	24138	No	NA	49	8	0	Low-quality	Genome-fragment	37.44	AAI-based (high-confidence)	0.0	1.0	
contig_62958	8718	No	NA	22	1	0	Low-quality	Genome-fragment	12.41	HMM-based (lower-bound)	0.0	1.0	
contig_62991	38341	No	NA	49	8	0	Medium-quality	Genome-fragment	65.46	AAI-based (high-confidence)	0.0	1.0	
contig_63096	10316	No	NA	30	2	0	Low-quality	Genome-fragment	9.39	HMM-based (lower-bound)	0.0	1.0	
contig_63104	78042	No	NA	103	13	0	Low-quality	Genome-fragment	18.33	HMM-based (lower-bound)	0.0	1.11	
contig_63119	19829	No	NA	29	3	0	Low-quality	Genome-fragment	31.8	AAI-based (medium-confidence)	0.0	1.0	
contig_63121	6290	No	NA	2	1	0	Medium-quality	Genome-fragment	58.64	HMM-based (lower-bound)	0.0	1.09	
contig_63193	5690	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_63198	3173	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	4.24	no viral genes detected; high kmer_freq may indicate large duplication
contig_63200	2683	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.1	no viral genes detected
contig_63204	16472	No	NA	34	11	1	Low-quality	Genome-fragment	6.91	HMM-based (lower-bound)	0.0	1.0	
contig_63213	3848	No	NA	9	2	0	Low-quality	Genome-fragment	4.09	HMM-based (lower-bound)	0.0	1.0	
contig_63218	6452	No	NA	9	3	0	Low-quality	Genome-fragment	9.64	HMM-based (lower-bound)	0.0	1.0	
contig_63221	24762	No	NA	50	12	0	Low-quality	Genome-fragment	40.41	AAI-based (high-confidence)	0.0	1.0	
contig_63222	8596	No	NA	15	2	0	Low-quality	Genome-fragment	14.4	AAI-based (high-confidence)	0.0	1.0	
contig_63223	19982	No	NA	41	7	0	Low-quality	Genome-fragment	32.52	AAI-based (high-confidence)	0.0	1.0	
contig_63224	6666	No	NA	13	2	0	Low-quality	Genome-fragment	11.34	AAI-based (high-confidence)	0.0	1.0	
contig_63225	44866	No	NA	80	20	0	Medium-quality	Genome-fragment	70.93	AAI-based (high-confidence)	0.0	1.0	
contig_63233	4154	No	NA	8	6	0	Low-quality	Genome-fragment	12.8	AAI-based (high-confidence)	0.0	1.0	
contig_63282	3036	No	NA	10	2	0	Low-quality	Genome-fragment	1.7	HMM-based (lower-bound)	0.0	1.0	
contig_63284	86022	No	NA	156	13	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
contig_63285	4743	No	NA	9	0	0	Low-quality	Genome-fragment	6.65	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
contig_63291	32827	No	NA	54	6	0	High-quality	High-quality	99.34	AAI-based (medium-confidence)	0.0	1.02	
contig_63315	9839	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_63320	18945	No	NA	29	9	1	Medium-quality	Genome-fragment	55.74	AAI-based (high-confidence)	0.0	1.0	
contig_63321	19535	No	NA	37	8	0	Medium-quality	Genome-fragment	57.48	AAI-based (medium-confidence)	0.0	1.0	
contig_63323	6206	No	NA	8	2	0	Low-quality	Genome-fragment	18.26	AAI-based (high-confidence)	0.0	1.0	
contig_6336	2641	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.63	no viral genes detected; high kmer_freq may indicate large duplication
contig_63369	32765	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.15	no viral genes detected
contig_63630	8105	No	NA	7	4	0	Low-quality	Genome-fragment	14.99	AAI-based (high-confidence)	0.0	1.0	
contig_63652	56087	No	NA	59	4	0	Low-quality	Genome-fragment	14.19	HMM-based (lower-bound)	0.0	1.03	
contig_63726	35443	No	NA	42	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
contig_63736	23359	No	NA	42	15	1	Low-quality	Genome-fragment	12.97	AAI-based (high-confidence)	0.0	1.0	
contig_63737	25241	No	NA	54	13	1	Low-quality	Genome-fragment	10.53	HMM-based (lower-bound)	0.0	1.01	
contig_63746	17218	No	NA	20	2	0	Low-quality	Genome-fragment	26.59	AAI-based (high-confidence)	0.0	1.0	
contig_63747	12742	No	NA	10	1	0	Low-quality	Genome-fragment	19.85	AAI-based (medium-confidence)	0.0	1.0	
contig_63749	6235	No	NA	3	1	0	Low-quality	Genome-fragment	9.71	AAI-based (high-confidence)	0.0	1.0	
contig_63750	5603	No	NA	7	0	0	Low-quality	Genome-fragment	8.61	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
