gene_callers_id,function,rao_score,source,test_result
2442393,Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2],NaN,KEGG_BRITE,true
2408620,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",NaN,KEGG_Module,true
2461562,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00740 Riboflavin metabolism [PATH:ko00740]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.2  FAD synthase,NaN,KEGG_BRITE,true
2442428,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00531 Glycosaminoglycan degradation [PATH:ko00531]!!!Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds>>>3.2.1.52  beta-N-acetylhexosaminidase",NaN,KEGG_BRITE,true
2408590,phospholipid-binding lipoprotein MlaA,NaN,KOfam,true
2461620,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L),NaN,COG20_FUNCTION,true
2461694,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99995 Signaling proteins,NaN,KEGG_BRITE,true
2538710,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04217 Necroptosis [PATH:ko04217]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)>>>6.3.1.2  glutamine synthetase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)",NaN,KEGG_BRITE,true
2442427,Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Condensin-like complex,NaN,KEGG_BRITE,true
2435914,"Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate!!!Reductive citrate cycle (Arnon-Buchanan cycle)!!!3-Hydroxypropionate bi-cycle!!!Dicarboxylate-hydroxybutyrate cycle!!!Succinate dehydrogenase, prokaryotes!!!Anoxygenic photosynthesis in green nonsulfur bacteria!!!Anoxygenic photosynthesis in green sulfur bacteria",NaN,KEGG_Module,true
2461541,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!Enzymes>>>2. Transferases>>>2.6  Transferring nitrogenous groups>>>2.6.1  Transaminases>>>2.6.1.16  glutamine---fructose-6-phosphate transaminase (isomerizing)!!!Peptidases and inhibitors>>>Cysteine peptidases>>>Family C44",NaN,KEGG_BRITE,true
2442361,"Predicted permease, AEC (auxin efflux carrier) family (YfdV)",NaN,COG20_FUNCTION,true
2749805,lipopolysaccharide export system protein LptC,NaN,KOfam,true
2451326,Alanyl-tRNA synthetase (AlaS) (PDB:2ZZE),NaN,COG20_FUNCTION,true
2749811,DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)!!!Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>IHF (integration host factor)!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Facilitator,NaN,KEGG_BRITE,true
2435885,Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY),NaN,COG20_FUNCTION,true
2450602,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00543 Exopolysaccharide biosynthesis [PATH:ko00543]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.30  serine O-acetyltransferase,NaN,KEGG_BRITE,true
2451376,"KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.4  adenylosuccinate synthase",NaN,KEGG_BRITE,true
2625665,Molybdopterin biosynthesis,NaN,COG20_PATHWAY,true
2461577,elongation factor G,NaN,KOfam,true
2538704,"ammonium transporter, Amt family",NaN,KOfam,true
2461570,large subunit ribosomal protein L10,NaN,KOfam,true
2451294,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,NaN,COG20_CATEGORY,true
2515454,"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",NaN,KOfam,true
2449659,Pantothenate kinase type III (CoaX) (PDB:2F9T),NaN,COG20_FUNCTION,true
2451380,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.2  Phosphotransferases (phosphomutases)>>>5.4.2.10  phosphoglucosamine mutase,NaN,KEGG_BRITE,true
2461556,phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2],NaN,KOfam,true
2474795,Translation factors,NaN,COG20_PATHWAY,true
2461552,Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases (Cfa) (PDB:5Z9O),NaN,COG20_FUNCTION,true
2461622,Aminoacyl-tRNA synthetases,NaN,COG20_PATHWAY,true
2442412,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2461644,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,NaN,KEGG_Class,true
2435832,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2435916,TCA cycle,NaN,COG20_PATHWAY,true
2515503,"Cytochrome c oxidase, prokaryotes",NaN,KEGG_Module,true
2461571,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2625750,"Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ (YidD)",NaN,COG20_FUNCTION,true
2461567,Transcription,NaN,COG20_CATEGORY,true
2435808,Pathway modules; Amino acid metabolism; Histidine metabolism,NaN,KEGG_Class,true
880267,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],NaN,KOfam,true
2625707,NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X),NaN,COG20_FUNCTION,true
2451339,Glutathione S-transferase (GstA) (PDB:1A0F),NaN,COG20_FUNCTION,true
2451231,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only,NaN,KEGG_BRITE,true
2435954,Prephenate dehydrogenase (TyrA) (PDB:2F1K),NaN,COG20_FUNCTION,true
2538702,Glutamate synthase domain 2 (GltB2) (PDB:1EA0),NaN,COG20_FUNCTION,true
2515503,"Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)",NaN,COG20_FUNCTION,true
2749800,KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112],NaN,KEGG_BRITE,true
2515484,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.39  homoserine kinase",NaN,KEGG_BRITE,true
2435900,signal recognition particle subunit SRP54 [EC:3.6.5.4],NaN,KOfam,true
784136,General function prediction only,NaN,COG20_CATEGORY,true
2625711,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2461624,UPF0176 protein,NaN,KOfam,true
2435936,Pathway modules; Energy metabolism; ATP synthesis,NaN,KEGG_Class,true
2451269,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,NaN,KEGG_Class,true
2450539,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2451323,"Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate!!!Methylaspartate cycle!!!Reductive citrate cycle (Arnon-Buchanan cycle)!!!Anoxygenic photosynthesis in green sulfur bacteria",NaN,KEGG_Module,true
2515484,Signal transduction mechanisms,NaN,COG20_CATEGORY,true
2435939,"F-type ATPase, eukaryotes",NaN,KEGG_Module,true
2461574,Ribosomal protein S12 (RpsL) (PDB:4V4H),NaN,COG20_FUNCTION,true
2625672,Ribosomal protein S20 (RpsT) (PDB:4V4H),NaN,COG20_FUNCTION,true
2435945,Proline biosynthesis,NaN,COG20_PATHWAY,true
2461543,Aromatic amino acid biosynthesis,NaN,COG20_PATHWAY,true
2749781,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE (IspG) (PDB:2Y0F),NaN,COG20_FUNCTION,true
2435809,Nucleotide transport and metabolism!!!General function prediction only,NaN,COG20_CATEGORY,true
2461615,Lipid transport and metabolism,NaN,COG20_CATEGORY,true
2451226,small subunit ribosomal protein S18,NaN,KOfam,true
2435944,Nicotinate-nucleotide adenylyltransferase NadD (NadD) (PDB:1YUM),NaN,COG20_FUNCTION,true
2461602,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit,NaN,KEGG_BRITE,true
2451369,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2435964,"KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.46  deoxyhypusine synthase",NaN,KEGG_BRITE,true
2474809,Aminoacyl-tRNA synthetases,NaN,COG20_PATHWAY,true
2461625,Defense mechanisms,NaN,COG20_CATEGORY,true
2625746,Lysine biosynthesis,NaN,COG20_PATHWAY,true
2461557,Pathway modules; Nucleotide metabolism; Purine metabolism,NaN,KEGG_Class,true
2625720,Phenylalanyl-tRNA synthetase beta subunit (PheT) (PDB:3L4G)!!!tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH),NaN,COG20_FUNCTION,true
2435936,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>F-type ATPase [OT],NaN,KEGG_BRITE,true
2442508,valyl-tRNA synthetase [EC:6.1.1.9],NaN,KOfam,true
2442515,Amino acid transport and metabolism!!!Signal transduction mechanisms,NaN,COG20_CATEGORY,true
2451161,thiazole synthase [EC:2.8.1.10],NaN,KOfam,true
2452211,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit,NaN,KEGG_BRITE,true
2625760,Translation initiation factor IF-1 (InfA) (PDB:5FIM),NaN,COG20_FUNCTION,true
2408629,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine!!!Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",NaN,KEGG_Module,true
2451362,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2461586,large subunit ribosomal protein L16,NaN,KOfam,true
2625742,General function prediction only,NaN,COG20_CATEGORY,true
2451293,Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Amino acid metabolism; Serine and threonine metabolism,NaN,KEGG_Class,true
2995511,guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10],NaN,KOfam,true
2474820,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2515458,ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],NaN,KOfam,true
2625717,large subunit ribosomal protein L20,NaN,KOfam,true
2625707,Amino acid transport and metabolism!!!General function prediction only,NaN,COG20_CATEGORY,true
2515482,"beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]",NaN,KOfam,true
2515505,"Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)",NaN,COG20_FUNCTION,true
2625693,Superfamily II RNA helicase (Dob10) (PDB:4A4Z),NaN,COG20_FUNCTION,true
2451355,Gluconeogenesis,NaN,COG20_PATHWAY,true
2442512,"ABC-type polar amino acid transport system, ATPase component (GlnQ) (PDB:4YMS)",NaN,COG20_FUNCTION,true
2538723,tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH),NaN,COG20_FUNCTION,true
2435809,"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)",NaN,COG20_FUNCTION,true
2442424,Twin-arginine protein secretion pathway components TatA and TatB (TatA) (PDB:2L16),NaN,COG20_FUNCTION,true
2515504,"Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2449555,"Uncharacterized conserved protein, DUF1009 family (PDB:4GGM)",NaN,COG20_FUNCTION,true
2435806,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16],NaN,KOfam,true
2442410,queuine tRNA-ribosyltransferase [EC:2.4.2.29],NaN,KOfam,true
2461603,"DNA-directed RNA polymerase, alpha subunit/40 kD subunit (RpoA) (PDB:4KN7)",NaN,COG20_FUNCTION,true
2408586,"Replication, recombination and repair",NaN,COG20_CATEGORY,true
2408585,uncharacterized protein,NaN,KOfam,true
2450594,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Glycine betaine/proline transporter",NaN,KEGG_BRITE,true
2449568,triosephosphate isomerase (TIM) [EC:5.3.1.1],NaN,KOfam,true
2435827,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2450534,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2408611,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03410 Base excision repair [PATH:ko03410]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03420 Nucleotide excision repair [PATH:ko03420]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!Enzymes>>>6. Ligases>>>6.5  Forming phosphoric-ester bonds>>>6.5.1  Ligases that form phosphoric-ester bonds (only sub-subclass identified to date)>>>6.5.1.2  DNA ligase (NAD+)!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Elongation Factors>>>Elongation factors (bacterial)>>>Other elongation factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>BER (base exicision repair)>>>DNA ligase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>GGR (global genome repair) factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>DNA ligase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>RecET pathway,NaN,KEGG_BRITE,true
2408583,"KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.5  carbamoyl-phosphate synthase (glutamine-hydrolysing)",NaN,KEGG_BRITE,true
2625694,Lipid transport and metabolism,NaN,COG20_CATEGORY,true
2435964,Deoxyhypusine synthase (DYS1) (PDB:1DHS),NaN,COG20_FUNCTION,true
2451328,Outer membrane protein TolC (TolC) (PDB:1EK9),NaN,COG20_FUNCTION,true
2515522,"KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.39  4-hydroxybenzoate polyprenyltransferase!!!Prenyltransferases>>>Compound prenylation>>>4HB prenyltransferase",NaN,KEGG_BRITE,true
2625652,small subunit ribosomal protein S15,NaN,KOfam,true
2461541,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)",NaN,COG20_FUNCTION,true
2515477,F-type H+-transporting ATPase subunit b,NaN,KOfam,true
2442347,Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),NaN,COG20_FUNCTION,true
2451170,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2538692,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00785 Lipoic acid metabolism [PATH:ko00785]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00670 One carbon pool by folate [PATH:ko00670]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.2  Hydroxymethyl-, formyl- and related transferases>>>2.1.2.10  aminomethyltransferase",NaN,KEGG_BRITE,true
2461549,Isopropylmalate/homocitrate/citramalate synthases (LeuA) (PDB:4JN6),NaN,COG20_FUNCTION,true
2995510,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),NaN,COG20_FUNCTION,true
2451162,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2435939,"FoF1-type ATP synthase, beta subunit (AtpD) (PDB:3OAA)",NaN,COG20_FUNCTION,true
2515516,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport,NaN,KEGG_BRITE,true
2442405,General function prediction only,NaN,COG20_CATEGORY,true
2515481,lycopene beta-cyclase [EC:5.5.1.19],NaN,KOfam,true
2435927,"Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)",NaN,COG20_FUNCTION,true
2749812,Pathway modules; Nucleotide metabolism; Pyrimidine metabolism,NaN,KEGG_Class,true
2451321,Isocitrate dehydrogenase (Icd) (PDB:1IDD),NaN,COG20_FUNCTION,true
2749806,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
2461568,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Large subunit,NaN,KEGG_BRITE,true
2515470,"Uncharacterized conserved protein, DUF721 domain",NaN,COG20_FUNCTION,true
2515460,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2408583,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",NaN,KEGG_Module,true
2996249,Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Signature modules; Module set; Metabolic capacity,NaN,KEGG_Class,true
2451162,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,NaN,KEGG_Class,true
2461702,Aminoacyl-tRNA synthetases,NaN,COG20_PATHWAY,true
2625699,"TRAP-type uncharacterized transport system, fused permease components",NaN,COG20_FUNCTION,true
2449571,Nucleotide transport and metabolism,NaN,COG20_CATEGORY,true
2461597,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Large subunit,NaN,KEGG_BRITE,true
2451400,"Pentose phosphate pathway (Pentose phosphate cycle)!!!Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P!!!Reductive pentose phosphate cycle (Calvin cycle)!!!Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P!!!Oxygenic photosynthesis in plants and cyanobacteria!!!Anoxygenic photosynthesis in purple bacteria",NaN,KEGG_Module,true
2749777,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)",NaN,COG20_FUNCTION,true
2627951,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown,NaN,KEGG_BRITE,true
2435958,"lysyl-tRNA synthetase, class I [EC:6.1.1.6]",NaN,KOfam,true
2451146,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2451289,uncharacterized protein,NaN,KOfam,true
2625746,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",NaN,KEGG_Module,true
2461542,Aromatic amino acid biosynthesis,NaN,COG20_PATHWAY,true
2451310,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620]!!!Enzymes>>>4. Lyases>>>4.4  Carbon-sulfur lyases>>>4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)>>>4.4.1.5  lactoylglutathione lyase,NaN,KEGG_BRITE,true
2442503,"Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)!!!Mannose-1-phosphate guanylyltransferase (CpsB) (PDB:2QH5)",NaN,COG20_FUNCTION,true
2474819,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2435967,biotin transport system substrate-specific component,NaN,KOfam,true
2461536,"2-Methylisocitrate lyase and related enzymes, PEP mutase family (PrpB) (PDB:1XG3)",NaN,COG20_FUNCTION,true
2452205,Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity,NaN,KEGG_Class,true
2408597,"Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis",NaN,COG20_CATEGORY,true
2749804,arabinose-5-phosphate isomerase [EC:5.3.1.13],NaN,KOfam,true
2515517,putative oxidoreductase,NaN,KOfam,true
2461597,Ribosomal protein L15 (RplO) (PDB:1VS6),NaN,COG20_FUNCTION,true
2435794,shikimate dehydrogenase [EC:1.1.1.25],NaN,KOfam,true
2452208,Translation factors>>>Prokaryotic type>>>Elongation factors,NaN,KEGG_BRITE,true
2625676,diaminopimelate decarboxylase [EC:4.1.1.20],NaN,KOfam,true
2451288,"Uncharacterized conserved protein, DUF1365 family",NaN,COG20_FUNCTION,true
2450600,Proline degradation,NaN,COG20_PATHWAY,true
2474797,S-adenosylmethionine synthetase (MetK) (PDB:1FUG),NaN,COG20_FUNCTION,true
2449580,"KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>00900 Terpenoid backbone biosynthesis [PATH:ko00900]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.60  2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase!!!Enzymes>>>4. Lyases>>>4.6  Phosphorus-oxygen lyases>>>4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)>>>4.6.1.12  2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",NaN,KEGG_BRITE,true
2461594,large subunit ribosomal protein L6,NaN,KOfam,true
2461620,Aminoacyl-tRNA synthetases,NaN,COG20_PATHWAY,true
2452209,Translation factors,NaN,COG20_PATHWAY,true
